,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
15,1090057,RICHLANDTOWN WATER DEPARTMENT,Bucks,Ground water,1450,7,2.120623791,12.98758188,Local government,469,Urban,41,3,44,0,1,1,0,1,17.174692929266357,1.0905587058138704,0.780830721894416,26.825307070733643
16,1090058,RIEGELSVILLE WATER AUTHORITY,Bucks,Ground water,980,15,3.5363021210000003,5.280145838999999,Local government,402,Rural,22,0,22,1,0,1,0,1,23.938820032623955,-0.056777564469152025,-0.0583697999483629,-1.9388200326239549
17,1090060,GREENTOP MOBILE HOME PARK,Bucks,Ground water,120,7,3.2234905260000004,12.84827947,Private,51,Urban,4,1,5,0,1,0,1,1,23.333343155456344,-0.5506695360160119,-0.8530567284915482,-18.333343155456344
18,1090063,UPPER SOUTHAMPTON MUN AUTH,Bucks,Surface water purchased,16000,15,2.338530826,5.971707976,Local government,5100,Urban,82,3,85,0,1,1,0,0,14.640706141638342,3.347253161940217,1.72940332045003,70.35929385836165
19,1090064,SPRINGTOWN WATER AUTHORITY,Bucks,Ground water,600,10,3.5447102960000003,0.0,Local government,196,Rural,3,0,3,1,0,1,1,1,36.20212805437922,-0.6451923476126122,-1.2298555892486573,-33.20212805437922
20,1090069,WARMINSTER MUNICIPAL AUTHORITY,Bucks,Surface water purchased,40000,65,2.929830742,13.62330958,Local government,9700,Urban,3,0,3,0,1,1,0,0,14.570825812406271,-0.5530632433321918,-0.8602102334488972,-11.570825812406271
21,1090070,WARRINGTON TWP WATER&SEW DEPT,Bucks,Surface water purchased,21588,29,3.733666501,16.34680949,Local government,6695,Urban,41,4,45,0,1,1,0,0,14.39241078215636,1.4808142781641764,0.9826051379610959,30.60758921784364
22,1090074,PA AMERICAN WATER CO YARDLEY,Bucks,Surface water,34411,15,2.00637788,14.33962398,Private,12167,Urban,2,0,2,0,1,0,0,0,13.525905040803185,-0.5927145479103855,-0.9901556810653797,-11.525905040803185
23,1090078,AQUA PA BENSALEM,Bucks,Surface water purchased,44543,11,4.04666455,29.06506438,Local government,14000,Urban,0,0,0,0,1,1,0,0,14.450573823457164,-0.6963610330372927,-1.8456518325954805,-14.450573823457164
24,1090079,BCWSA MAIN LOWER SOUTH,Bucks,Surface water purchased,52621,10,2.87877966,14.50506708,Local government,15800,Urban,7,3,10,0,1,1,0,0,14.593885890151336,-0.2192377248312577,-0.24710042096651402,-4.593885890151336
25,1090081,DOYLESTOWN BORO WATER DEPT,Bucks,Ground water,8700,19,3.3950981939999996,8.28111204,Local government,3069,Urban,10,1,11,0,1,1,0,1,16.7277248931027,-0.23898682744779093,-0.27283805862237526,-5.7277248931027
26,1090082,QUAKERTOWN BORO,Bucks,Ground water,12800,30,4.680839305,10.25981601,Local government,3551,Urban,5,0,5,0,1,1,0,1,16.371798638878307,-0.484645317926687,-0.6857079834232683,-11.371798638878307
27,1090084,DELAWARE VALLEY UNIV,Bucks,Ground water,1200,5,2.53799668,11.17380382,Public/Private,41,Urban,38,0,38,0,1,0,1,1,23.591364020341597,0.4281009295100351,0.3634528722691348,14.408635979658403
28,1090089,NORTHAMPTON BUCKS CO MUN AUTH,Bucks,Surface water purchased,36750,54,1.8107348669999999,8.989393541,Local government,10222,Urban,49,0,49,0,1,1,0,0,14.813449287061962,1.6077263295355761,1.0434328417365046,34.186550712938036
29,1090091,TRUMBAUERSVILLE MUN WATERWORKS,Bucks,Ground water,1057,9,1.246230529,9.77489679,Local government,392,Urban,18,0,18,0,1,1,0,1,17.403114399172235,0.02395181191342249,0.023687023004728164,0.5968856008277648
30,1090093,NESHAMINY MANOR CENTER,Bucks,Ground water,2100,9,1.313255938,5.501403882999999,Public/Private,18,Urban,48,0,48,0,1,0,1,1,24.010677620770718,0.7004367212130678,0.5498530213747165,23.989322379229282
31,1090097,OLDE COLONIAL GREENE,Bucks,Ground water,900,6,2.7346343039999996,3.609198834,Public/Private,309,Urban,35,0,35,0,1,0,0,1,15.392276280650774,0.8879838294375285,0.6652842233558116,19.607723719349224
32,1090098,DOYLESTOWN HOSP T/A PINE RUN,Bucks,Ground water,700,5,2.899547372,2.253134452,Public/Private,320,Urban,96,0,96,0,1,0,0,1,15.331167466341626,3.6676167742037395,1.8353183208354482,80.66883253365837
33,1090099,DURHAM VILLAGE RES ASSOC,Bucks,Ground water,160,6,5.2137261,10.49714561,Local government,60,Urban,25,6,31,0,1,1,1,1,24.630153187462316,0.18135479393535836,0.1678436339204024,6.369846812537684
34,1090101,YORKSHIRE MEADOWS CONDO ASSOC,Bucks,Ground water,90,4,2.421530121,7.004620319,Public/Private,72,Urban,36,3,39,0,1,0,1,1,23.566039377878855,0.45905242127629015,0.385980779261037,15.433960622121145
35,1090102,HERMITAGE CONDOMINIUM ASSN,Bucks,Ground water,75,6,2.432818111,5.8206240110000005,Public/Private,49,Urban,41,0,41,0,1,0,1,1,23.540158903003327,0.5198731803873229,0.42916095157004985,17.459841096996673
36,1090103,INGHAM MEWS CONDOMINUM ASSOC,Bucks,Ground water,97,6,2.044454677,6.632678133,Public/Private,64,Rural,93,0,93,1,0,0,1,1,34.10710237105908,1.2142083731056315,0.8474513804520425,58.89289762894092
37,1090104,BEDMINSTER MUN AUTH,Bucks,Ground water,3042,6,3.0355754860000004,11.95958524,Local government,1100,Urban,2,0,2,0,1,1,0,1,16.882656475847025,-0.6153559517769355,-1.080349645198156,-14.882656475847025
38,1090106,DUBLIN ACRES HOMEOWNERS ASSOC,Bucks,Ground water,175,4,3.4612266430000003,12.56345981,Public/Private,54,Urban,5,0,5,0,1,0,1,1,23.229285009769246,-0.5499708460731391,-0.8510335300156944,-18.229285009769246
39,1090107,BOROUGH OF DUBLIN,Bucks,Ground water,2200,10,4.857881712,16.23082944,Local government,350,Urban,1,0,1,0,1,1,0,1,16.393997019136247,-0.6551889206037791,-1.2945856930543775,-15.393997019136247
40,1090117,HILLTOWN TWP WATER&SEWER AUTH,Bucks,Surface water purchased,5415,12,1.7603258569999998,12.96277003,Local government,1248,Urban,16,0,16,0,1,1,0,0,14.871508131661345,0.052866947057671546,0.05160600740135197,1.1284918683386547
41,1090121,UPPER MAKEFIELD ENCLAVE,Bucks,Ground water,25,4,2.254679754,24.04334641,Local government,15,Rural,33,0,33,1,0,1,1,1,37.72838388393876,-0.08819054643197152,-0.09214184226239822,-4.728383883938761
42,1090122,TWP OF UPPER MAKEFIELD,Bucks,Ground water,1800,5,2.768987788,14.81136513,Local government,596,Urban,2,1,3,0,1,1,0,1,17.000063640822933,-0.5749227352245257,-0.9280649110440263,-14.000063640822933
43,1090123,BUCKINGHAM TWP FIELDSTONE,Bucks,Ground water,281,6,6.951011482,14.75715922,Local government,104,Urban,5,0,5,0,1,1,1,1,23.95345574563205,-0.5547086680677943,-0.8648866059067811,-18.95345574563205
44,1090125,MILFORD TWP WATER AUTHORITY,Bucks,Ground water,4498,24,2.026077731,6.434278882999999,Local government,1186,Urban,15,0,15,0,1,1,0,1,17.118586387203397,-0.08640749309926436,-0.0901948017344304,-2.118586387203397
45,1090127,WARWICK TWP WATER & SEWER AUTH,Bucks,Surface water purchased,11133,20,1.845601579,7.812352891000001,Local government,2939,Urban,1,1,2,0,1,1,0,0,14.791017323575167,-0.6024337402221416,-1.0270366845764667,-12.791017323575167
46,1090128,DTMA MAIN SYSTEM,Bucks,Surface water purchased,8655,52,2.058855229,7.25585796,Local government,2029,Urban,7,0,7,0,1,1,0,0,14.728475634484118,-0.36551738335757916,-0.4587478186764184,-7.728475634484118
47,1090129,BCWSA SOLEBURY,Bucks,Ground water,2100,7,1.640916316,8.813860618,Local government,474,Urban,5,0,5,0,1,1,0,1,17.26806817739191,-0.49608841703699785,-0.7118183531506693,-12.26806817739191
48,1090130,BCWSA NEW HOPE,Bucks,Surface water,3017,14,4.659610001,6.881384327,Local government,3017,Urban,3,0,3,0,1,1,0,0,14.05478906505724,-0.5474639015018105,-0.8439974759683864,-11.05478906505724
49,1090131,RICHLAND TWP WATER AUTHORITY,Bucks,Ground water,6800,18,3.1480665660000002,11.87405858,Local government,1922,Rural,84,0,84,1,0,1,0,1,24.226397720943847,1.729878143992499,1.1001160981270495,59.77360227905615
50,1090133,VILLAGE OF BUCKINGHAM SPRINGS,Bucks,Ground water,1295,4,1.739321752,6.375807632999999,Private,646,Urban,23,0,23,0,1,0,0,1,15.701728532743077,0.32410700701582856,0.28473869499958954,7.298271467256923
51,1090135,SCENIC VIEW APARTMENTS,Bucks,Ground water,150,5,3.544035388,0.0,Private,50,Rural,3,0,3,1,0,0,1,1,33.0376984745452,-0.6391902081231149,-1.1957922745053708,-30.037698474545202
52,1090137,BUCKINGHAM TWP COLD SPRING,Bucks,Ground water,4760,8,4.475563978,12.87885407,Local government,1783,Urban,1,0,1,0,1,1,0,1,16.464674168713927,-0.6554133989320813,-1.2961042430382879,-15.464674168713927
53,1090138,PLUMSTEAD TWP DURHAM RIDGE,Bucks,Ground water,714,7,2.290765467,9.437525399,Local government,204,Rural,3,0,3,1,0,1,0,1,24.55553156198756,-0.6155500741791872,-1.080862378734807,-21.55553156198756
54,1090140,HULMEVILLE MUNICIPAL AUTHORITY,Bucks,Surface water purchased,750,3,1.998261694,5.360932448,Local government,283,Urban,4,0,4,0,1,1,0,0,14.723304996762556,-0.5073326726469692,-0.7385519072247613,-10.723304996762556
55,1090141,NORTH PENN WATER AUTH E ROCKH,Bucks,Ground water purchased,588,8,5.304240576000001,9.731220974,Local government,196,Urban,0,0,0,0,1,1,1,1,24.576032386743957,-0.7012253663869755,-1.9812527210857076,-24.576032386743957
56,1090144,PLUMSTEAD NORTHERN SYSTEM,Bucks,Ground water,2605,12,1.820621964,4.6298217280000005,Local government,1002,Urban,27,0,27,0,1,1,0,1,17.158166653211996,0.40049077437766,0.3430209236069276,9.841833346788004
57,1090145,BUCKINGHAM TWP BUCK VILLAGE,Bucks,Ground water,1050,4,5.345741873,10.19613317,Local government,125,Urban,5,0,5,0,1,1,1,1,24.566438856999053,-0.5585029940563256,-0.8762143201860174,-19.566438856999053
58,1090147,AQUA PA PEDDLERS VIEW,Bucks,Ground water,600,4,1.36717002,3.139573025,Private,214,Urban,0,0,0,0,1,0,0,1,15.767935271906573,-0.6973392445676184,-1.8684656995072086,-15.767935271906573
59,1090148,PLUMSTEAD TWP PATRIOTS RIDGE,Bucks,Ground water purchased,1704,2,3.111757965,4.32943301,Local government,600,Urban,2,0,2,0,1,1,0,1,16.762497991383437,-0.6146995887531675,-1.0775076042136995,-14.762497991383437
60,1090150,MEADOW FARMS APTS,Bucks,Ground water,90,6,5.104183496,8.210624434,Private,39,Urban,3,0,3,0,1,0,1,1,22.482086821132693,-0.6070887596025432,-1.045302508832548,-19.482086821132693
61,1090153,PEDDLERS VILLAGE,Bucks,Ground water,960,4,2.7718876139999997,2.150548861,Private,76,Urban,6,0,6,0,1,0,1,1,23.332817647876706,-0.5206288496036247,-0.7714853672463617,-17.332817647876706
62,1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Bucks,Ground water,1284,10,3.37065385,5.4002944489999996,Local government,367,Urban,3,0,3,0,1,1,0,1,16.698564977906464,-0.5725502013947118,-0.920310592644121,-13.698564977906464
63,1090159,BUCKINGHAM TWP FURLONG,Bucks,Ground water,3100,18,2.6209527180000003,7.881173662,Local government,169,Urban,4,0,4,0,1,1,1,1,25.748670715490633,-0.592561562643901,-0.9891490610274171,-21.748670715490633
64,1090160,BCWSA FOX RUN PRESERVE,Bucks,Ground water,220,3,1.364587999,6.619914852000001,Local government,108,Rural,3,0,3,1,0,1,1,1,37.83148434432456,-0.6478938766004454,-1.2460331121141486,-34.83148434432456
65,1090163,PENNLAND FARMS,Bucks,Ground water,452,4,2.700125257,11.83645711,Local government,30,Urban,35,0,35,0,1,1,1,1,25.78936864760526,0.25055946473525037,0.22592686760900776,9.210631352394739
66,1090164,MILL CREEK RIDGE,Bucks,Ground water,99,4,1.179905543,7.354605578999999,Local government,73,Rural,21,0,21,1,0,1,1,1,37.97783660252491,-0.31459249362602165,-0.37893112691096303,-16.97783660252491
67,1150004,AVONWHEEL ESTATE MHP,Chester,Ground water,300,4,1.804976577,49.95819936,Private,65,Urban,12,1,13,0,1,0,1,1,24.61545808058088,-0.3308971270531315,-0.40364900805496273,-11.61545808058088
68,1150005,BOROUGH OF AVONDALE,Chester,Ground water,1108,4,3.484236195,48.95933725,Local government,329,Urban,4,0,4,0,1,1,0,1,17.223674717100117,-0.5360893759041324,-0.8122098563229319,-13.223674717100117
69,1150007,TWIN PINES HEALTH CARE CENTER,Chester,Ground water,120,3,0.933485893,34.99577455,Private,2,Rural,28,0,28,1,0,0,1,1,35.547452917496244,-0.14934636239656243,-0.16135932468770056,-7.547452917496244
70,1150011,MALVERN COURTS MHP,Chester,Ground water,250,6,2.299775069,29.96094258,Private,108,Urban,4,0,4,0,1,0,1,1,24.031701712473076,-0.5843762414836567,-0.9599226311659034,-20.031701712473076
71,1150013,IMPERIAL MOBILE HOME PARK,Chester,Ground water,151,9,4.412079402,28.42146219,Private,51,Urban,41,14,55,0,1,0,1,1,23.11338354363597,0.9667802418839512,0.7112600951546952,31.88661645636403
72,1150015,TAYLORS MOBILE HOME PARK,Chester,Ground water,50,6,3.4980746710000004,31.21075879,Private,47,Urban,182,0,182,0,1,0,1,1,23.544190697640225,4.717280399170951,2.1540075924650988,158.45580930235977
73,1150017,MAPLEWOOD MOBILE HOME PARK,Chester,Ground water,70,6,4.597173511,29.25708011,Private,31,Urban,12,0,12,0,1,0,1,1,23.051546132709277,-0.33596455334001124,-0.41148355699444455,-11.051546132709277
74,1150019,LONDONDERRY COURT MHP,Chester,Surface water purchased,160,8,3.137439323,11.86581458,Private,55,Rural,57,5,62,1,0,0,1,0,28.889975285562507,0.8048587783147114,0.6152382507066666,33.11002471443749
75,1150020,MT IDY MOBILE HOME PARK,Chester,Ground water,80,5,1.043245437,3.249204052,Private,40,Urban,2,12,14,0,1,0,1,1,24.085837901844386,-0.29357524902296944,-0.3481122737197918,-10.085837901844386
76,1150021,ASHWOOD APARTMENTS,Chester,Ground water,75,2,5.173493607,6.330694136,Private,75,Urban,3,0,3,0,1,0,1,1,22.422270603960882,-0.6068217006792598,-1.0442182131162876,-19.422270603960882
77,1150026,DOWNINGTOWN WATER AUTHORITY,Chester,Surface water,9900,7,4.988117443999999,30.74549407,Local government,3500,Urban,43,1,44,0,1,1,0,0,14.227281622702094,1.4568562049423477,0.9708834629462081,29.772718377297906
78,1150029,ST MARY OF PROVIDENCE CENTER,Chester,Ground water,75,7,3.051245747,2.5941539590000002,Private,11,Rural,136,3,139,1,0,0,1,1,33.395857451196775,2.2232916842154458,1.313140621959054,105.60414254880322
79,1150030,LOAGS CORNER MOBILE HOME PARK,Chester,Ground water,130,4,2.301830344,2.892689579,Private,49,Rural,2,0,2,1,0,0,1,1,33.85434842576132,-0.661615831902175,-1.3388256978510904,-31.854348425761323
80,1150035,AQUA PA UWCHLAN,Chester,Surface water purchased,35518,25,2.067234846,18.09788639,Private,16600,Urban,0,0,0,0,1,0,0,0,13.549702113034225,-0.6955855085320046,-1.828680254307282,-13.549702113034225
81,1150037,DEVEREUX FOUNDATION BRANDYWINE,Chester,Ground water,300,4,1.400715606,8.045460052000001,Private,19,Rural,8,1,9,1,0,0,1,1,34.539180422706075,-0.5200072996798856,-0.7698666326857296,-25.539180422706075
82,1150039,CAMPHILL SPEC SCH BEAVER RUN,Chester,Ground water,140,4,1.158510931,14.03808055,Private,20,Rural,9,0,9,1,0,0,1,1,34.84701100573665,-0.5216590862437275,-0.7740767878928252,-25.847011005736647
83,1150044,TEL HAI RETIREMENT COMMUNITY,Chester,Ground water,930,6,3.9900233610000004,9.159359082,Private,1,Rural,8,1,9,1,0,0,1,1,33.003282179803875,-0.5113089037797265,-0.7481356113892101,-24.003282179803875
84,1150045,BRANDYWINE TERRACE MHP,Chester,Ground water,90,3,4.376529076000001,2.532917975,Private,41,Urban,36,0,36,0,1,0,1,1,22.67897473976608,0.41153685211335583,0.35123481662283224,13.32102526023392
85,1150046,UMH GREGORY COURTS MHP,Chester,Ground water,67,4,4.796507798,4.681961866,Private,37,Urban,3,0,3,0,1,0,1,1,22.545856991535157,-0.6073719284579823,-1.0464546296990622,-19.545856991535157
86,1150047,KEYSTONE COURT,Chester,Ground water,116,3,4.711441211,4.077186652,Private,45,Urban,12,1,13,0,1,0,1,1,22.569858993477837,-0.29706293472488154,-0.35315122623715134,-9.569858993477837
87,1150049,HIDEAWAY MOBILE HOME PARK,Chester,Ground water,95,4,4.543976685,21.54535626,Private,39,Urban,1,0,1,0,1,0,1,1,22.93911077290096,-0.6701781243107918,-1.4097878659376342,-21.93911077290096
88,1150051,INDIAN RUN VILLAGE MHP,Chester,Ground water,550,4,6.693031469,11.4166131,Private,243,Urban,23,0,23,0,1,0,0,1,14.42483239054835,0.4139551592269058,0.35302253508861475,8.57516760945165
89,1150052,UMH VALLEY VIEW HONEYBROOK MHP,Chester,Ground water,429,13,4.811667216,4.517206521,Private,136,Urban,15,6,21,0,1,0,1,1,22.536929534630957,-0.047777572894306675,-0.04889618843531873,-1.536929534630957
90,1150064,SHADYSIDE MHP,Chester,Ground water,55,3,6.096603742999999,35.718200700000004,Private,16,Urban,26,1,27,0,1,0,1,1,22.55140281742618,0.13820298692758584,0.1301164863183539,4.44859718257382
91,1150065,ECHO VALLEY MHP,Chester,Ground water,60,4,7.197041711000001,40.07070405,Private,20,Urban,106,5,111,0,1,0,1,1,22.184719852412524,2.8042940223178965,1.5381689532886,88.81528014758747
92,1150066,OXFORD BOROUGH,Chester,Surface water purchased,5280,10,6.675032022999999,33.40530072,Local government,1597,Urban,36,1,37,0,1,1,0,0,13.832096568073332,1.165487473106954,0.8215120308252454,23.167903431926668
93,1150069,COVENTRY TERRACE,Chester,Ground water,250,8,0.463925381,11.14993154,Private,127,Urban,6,4,10,0,1,0,1,1,24.482888776208718,-0.41479510768232436,-0.544384607318903,-14.482888776208718
94,1150070,HIGHLAND COURT,Chester,Ground water,54,4,5.58165092,13.42230747,Private,26,Rural,12,1,13,1,0,0,1,1,32.18037193764577,-0.41894082316694675,-0.5520388332582606,-19.180371937645774
95,1150077,PHOENIXVILLE WATER DEPT,Chester,Surface water,16599,4,6.970975531000001,20.41821708,Local government,5776,Urban,4,1,5,0,1,1,0,0,13.624356185459874,-0.44035579197870034,-0.5929879469141862,-8.624356185459874
96,1150078,GARDENS AT POTTSTOWN,Chester,Ground water,70,4,4.097703071000001,3.2532729760000003,Private,1,Rural,14,0,14,1,0,0,1,1,32.792722859668174,-0.40286654938812994,-0.5227541979613749,-18.792722859668174
97,1150081,WARWICK MOBILE HOME PARK,Chester,Ground water,40,7,1.95542855,2.086630474,Private,30,Rural,27,0,27,1,0,0,1,1,34.0440453132869,-0.14549573922261874,-0.1568537375272564,-7.044045313286901
98,1150082,LINCOLN CREST MHP,Chester,Ground water,242,9,5.41872257,22.07036215,Private,145,Urban,6,4,10,0,1,0,1,1,22.59184490208942,-0.39049370570381625,-0.5009632763462505,-12.59184490208942
99,1150083,CREEKVIEW MHP,Chester,Ground water,200,3,3.86391212,9.015000678,Private,79,Urban,16,1,17,0,1,0,1,1,23.000606672581075,-0.18281679980686952,-0.20144398016174053,-6.000606672581075
100,1150089,AQUA PA SPRING RUN,Chester,Surface water purchased,7303,24,2.953267068,11.84914011,Private,1400,Rural,0,1,1,1,0,0,0,0,19.08706723270174,-0.6625836679046656,-1.3475795531394321,-18.08706723270174
101,1150094,APPLEVILLE MOBILE HOME PARK,Chester,Ground water,461,16,4.526847779,10.12862155,Private,230,Urban,0,0,0,0,1,0,0,1,14.980293899563312,-0.6967745574071732,-1.8550922126546836,-14.980293899563312
102,1150098,AQUA PA WEST CHESTER,Chester,Surface water,33918,16,3.614995403,11.49267443,Private,9715,Urban,0,0,0,0,1,0,0,0,13.113823709356017,-0.6951730868754861,-1.820013551759099,-13.113823709356017
103,1150102,UMH OXFORD VILLAGE MHP,Chester,Ground water,480,5,4.997564608999999,2.763681249,Private,224,Urban,4,1,5,0,1,0,0,1,14.772011446796126,-0.46082646338238414,-0.6343397979715971,-9.772011446796126
104,1150105,WEST GROVE BOROUGH,Chester,Ground water,2873,11,1.9014860759999999,44.38920203,Local government,884,Urban,66,0,66,0,1,1,0,1,17.657200528953812,1.9123693566508202,1.181665518460841,48.34279947104619
105,1150106,PA AMERICAN COATESVILLE,Chester,Surface water,30299,15,4.6580945410000005,25.44137389,Local government,11004,Urban,1,1,2,0,1,1,0,0,14.254160829158618,-0.5985163210416174,-1.0118707702695529,-12.254160829158618
106,1150108,KENNETT SQUARE MUN WATER WORKS,Chester,Surface water purchased,6328,8,4.178467265,49.72344225,Local government,1800,Urban,15,0,15,0,1,1,0,0,14.64389820043393,0.01693745474712954,0.016804290153598234,0.35610179956606913
107,1150109,BOROUGH OF ATGLEN,Chester,Surface water purchased,1406,11,3.051841252,11.16338247,Local government,406,Urban,59,1,60,0,1,1,0,0,14.511984535924022,2.1829082486037796,1.2965256336767916,45.48801546407598
108,1150126,AQUA PA FRANKLIN,Chester,Ground water,265,3,2.35347963,4.148882999,Private,88,Urban,0,0,0,0,1,0,1,1,23.543768740653036,-0.70091799734962,-1.9705788689790038,-23.543768740653036
109,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,1.79345031,13.56343895,Private,54,Urban,5,0,5,0,1,0,1,0,20.606266603824746,-0.5300562239567559,-0.7959860222542277,-15.606266603824746
110,1150137,AQUA PA FRIENDSHIP,Chester,Surface water purchased,7675,26,4.484977807,10.61130494,Private,1377,Urban,0,0,0,0,1,0,0,0,12.902647479933027,-0.6949635360815327,-1.815699037152756,-12.902647479933027
111,1150144,MARTINS COMMUNITY LP MHP,Chester,Ground water,180,4,4.945601226,22.40054453,Private,67,Rural,8,0,8,1,0,0,1,1,32.77081650806133,-0.5313734494871992,-0.799421237146511,-24.77081650806133
112,1150145,SHADY GROVE MOBILE HOME PARK,Chester,Ground water,129,6,4.484504318,8.655613472,Private,44,Rural,7,0,7,1,0,0,1,1,32.7000820733951,-0.552491212703121,-0.8583133043411253,-25.7000820733951
113,1150150,CALN MOBILE HOME PARK,Chester,Ground water,30,3,4.415536699,37.22955289,Private,18,Urban,9,1,10,0,1,0,1,1,23.2666680512717,-0.3996142086538651,-0.5169723758201159,-13.2666680512717
114,1150155,AQUA PA BEVERSREDE,Chester,Surface water purchased,2300,6,2.3753134019999997,21.10776104,Private,359,Rural,0,0,0,1,0,0,0,0,19.421205425335863,-0.6993707955388077,-1.9220937831988971,-19.421205425335863
115,1150157,WARWICK WATER WORKS,Chester,Ground water,98,6,1.783460272,2.566116857,Private,42,Rural,3,1,4,1,0,0,1,1,34.16136741517869,-0.6208631828015692,-1.1043733307271346,-30.161367415178688
116,1150164,WOODBROOKE WATER AUTHORITY,Chester,Ground water,87,3,4.223107842,7.050406628999999,Private,34,Urban,45,0,45,0,1,0,1,1,22.819269027075435,0.6810790504844726,0.537400035763581,22.180730972924565
117,1150165,LONDON GROVE TWP MUN AUTH,Chester,Surface water purchased,3706,6,1.222546288,36.84603322,Local government,938,Rural,11,0,11,1,0,1,0,0,21.985741583677104,-0.3499730511498251,-0.4335372430700591,-10.985741583677104
118,1150166,PA AMERICAN ROYERSFORD,Chester,Surface water,48511,19,2.200390432,13.58100211,Private,11708,Urban,1,1,2,0,1,0,0,0,13.47128790856298,-0.5922546202607847,-0.9884702713944171,-11.47128790856298
119,1150168,CAMPHILL VILLAGE KIMBERTON HLS,Chester,Ground water,100,3,2.397321155,9.757109693,Private,11,Rural,18,1,19,1,0,0,1,1,33.97273770951471,-0.3099083979429225,-0.3719647433739552,-14.97273770951471
