,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
39,1090107,BOROUGH OF DUBLIN,Bucks,Ground water,2200,10,14.5,6.0,Local government,350,Urban,1,0,1,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
40,1090117,HILLTOWN TWP WATER&SEWER AUTH,Bucks,Surface water purchased,5415,12,14.5,6.0,Local government,1248,Urban,16,0,16,0,1,1,0,0,1.4090005766401896,-0.46630699982852236,-0.9802909064015077,-1.4090005766401896
41,1090121,UPPER MAKEFIELD ENCLAVE,Bucks,Ground water,25,4,14.5,6.0,Local government,15,Urban,33,0,33,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
42,1090122,TWP OF UPPER MAKEFIELD,Bucks,Ground water,1800,5,14.5,6.0,Local government,596,Urban,2,1,3,0,1,1,0,1,0.5067049114241271,0.40206987653647136,0.3270450786051184,0.4932950885758729
43,1090123,BUCKINGHAM TWP FIELDSTONE,Bucks,Ground water,281,6,14.5,6.0,Local government,104,Urban,5,0,5,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
44,1090125,MILFORD TWP WATER AUTHORITY,Bucks,Ground water,4498,24,14.5,6.0,Local government,1186,Urban,15,0,15,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
45,1090127,WARWICK TWP WATER & SEWER AUTH,Bucks,Surface water purchased,11133,20,14.5,6.0,Local government,2939,Urban,1,1,2,0,1,1,0,0,1.4090005766401896,-0.13535823546360815,-0.1497873176007892,-0.40900057664018963
46,1090128,DTMA MAIN SYSTEM,Bucks,Surface water purchased,8655,52,14.5,6.0,Local government,2029,Urban,7,0,7,0,1,1,0,0,1.4090005766401896,-0.46630699982852236,-0.9802909064015077,-1.4090005766401896
47,1090129,BCWSA SOLEBURY,Bucks,Ground water,2100,7,14.5,6.0,Local government,474,Urban,5,0,5,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
48,1090130,BCWSA NEW HOPE,Bucks,Surface water,3017,14,14.5,6.0,Local government,3017,Urban,3,0,3,0,1,1,0,0,1.4090005766401896,-0.46630699982852236,-0.9802909064015077,-1.4090005766401896
49,1090131,RICHLAND TWP WATER AUTHORITY,Bucks,Ground water,6800,18,14.5,6.0,Local government,1922,Urban,84,0,84,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
50,1090133,VILLAGE OF BUCKINGHAM SPRINGS,Bucks,Ground water,1295,4,14.5,6.0,Private,646,Urban,23,0,23,0,1,0,0,1,0.5393506401755961,-0.4172726802814824,-0.7625130659861489,-0.5393506401755961
51,1090135,SCENIC VIEW APARTMENTS,Bucks,Ground water,150,5,14.5,6.0,Private,50,Urban,3,0,3,0,1,0,1,1,0.7984904177811558,-0.44101403569372444,-0.8522208563408916,-0.7984904177811558
52,1090137,BUCKINGHAM TWP COLD SPRING,Bucks,Ground water,4760,8,14.5,6.0,Local government,1783,Urban,1,0,1,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
53,1090138,PLUMSTEAD TWP DURHAM RIDGE,Bucks,Ground water,714,7,14.5,6.0,Local government,204,Urban,3,0,3,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
54,1090140,HULMEVILLE MUNICIPAL AUTHORITY,Bucks,Surface water purchased,750,3,14.5,6.0,Local government,283,Urban,4,0,4,0,1,1,0,0,1.4090005766401896,-0.46630699982852236,-0.9802909064015077,-1.4090005766401896
55,1090141,NORTH PENN WATER AUTH E ROCKH,Bucks,Ground water purchased,588,8,14.5,6.0,Local government,196,Urban,0,0,0,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
56,1090144,PLUMSTEAD NORTHERN SYSTEM,Bucks,Ground water,2605,12,14.5,6.0,Local government,1002,Urban,27,0,27,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
57,1090145,BUCKINGHAM TWP BUCK VILLAGE,Bucks,Ground water,1050,4,14.5,6.0,Local government,125,Urban,5,0,5,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
58,1090147,AQUA PA PEDDLERS VIEW,Bucks,Ground water,600,4,14.5,6.0,Private,214,Urban,0,0,0,0,1,0,0,1,0.5393506401755961,-0.4172726802814824,-0.7625130659861489,-0.5393506401755961
59,1090148,PLUMSTEAD TWP PATRIOTS RIDGE,Bucks,Ground water purchased,1704,2,14.5,6.0,Local government,600,Urban,2,0,2,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
60,1090150,MEADOW FARMS APTS,Bucks,Ground water,90,6,14.5,6.0,Private,39,Urban,3,0,3,0,1,0,1,1,0.7984904177811558,-0.44101403569372444,-0.8522208563408916,-0.7984904177811558
61,1090153,PEDDLERS VILLAGE,Bucks,Ground water,960,4,14.5,6.0,Private,76,Urban,6,0,6,0,1,0,1,1,0.7984904177811558,-0.44101403569372444,-0.8522208563408916,-0.7984904177811558
62,1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Bucks,Ground water,1284,10,14.5,6.0,Local government,367,Urban,3,0,3,0,1,1,0,1,0.5067049114241271,-0.41299981673218494,-0.7482674925697952,-0.5067049114241271
63,1090159,BUCKINGHAM TWP FURLONG,Bucks,Ground water,3100,18,14.5,6.0,Local government,169,Urban,4,0,4,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
64,1090160,BCWSA FOX RUN PRESERVE,Bucks,Ground water,220,3,14.5,6.0,Local government,108,Urban,3,0,3,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
65,1090163,PENNLAND FARMS,Bucks,Ground water,452,4,14.5,6.0,Local government,30,Urban,35,0,35,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
66,1090164,MILL CREEK RIDGE,Bucks,Ground water,99,4,14.5,6.0,Local government,73,Urban,21,0,21,0,1,1,1,1,0.7501595182738444,-0.437593818826913,-0.8379617130174676,-0.7501595182738444
67,1150004,AVONWHEEL ESTATE MHP,Chester,Ground water,300,4,19.1,7.1,Private,65,Urban,12,1,13,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
68,1150005,BOROUGH OF AVONDALE,Chester,Ground water,1108,4,19.1,7.1,Local government,329,Urban,4,0,4,0,1,1,0,1,0.5072448750860944,-0.41307383315132035,-0.7485102812017089,-0.5072448750860944
69,1150007,TWIN PINES HEALTH CARE CENTER,Chester,Ground water,120,3,19.1,7.1,Private,2,Urban,28,0,28,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
70,1150011,MALVERN COURTS MHP,Chester,Ground water,250,6,19.1,7.1,Private,108,Urban,4,0,4,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
71,1150013,IMPERIAL MOBILE HOME PARK,Chester,Ground water,151,9,19.1,7.1,Private,51,Urban,41,14,55,0,1,0,1,1,0.7993413189670534,7.284035632784968,2.4415627580095394,13.200658681032946
72,1150015,TAYLORS MOBILE HOME PARK,Chester,Ground water,50,6,19.1,7.1,Private,47,Urban,182,0,182,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
73,1150017,MAPLEWOOD MOBILE HOME PARK,Chester,Ground water,70,6,19.1,7.1,Private,31,Urban,12,0,12,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
74,1150019,LONDONDERRY COURT MHP,Chester,Surface water purchased,160,8,19.1,7.1,Private,55,Urban,57,5,62,0,1,0,1,0,2.222738232774271,0.5998309764543185,0.4547217553381831,2.777261767225729
75,1150020,MT IDY MOBILE HOME PARK,Chester,Ground water,80,5,19.1,7.1,Private,40,Urban,2,12,14,0,1,0,1,1,0.7993413189670534,6.180448939304155,2.2190416139910143,11.200658681032946
76,1150021,ASHWOOD APARTMENTS,Chester,Ground water,75,2,19.1,7.1,Private,75,Urban,3,0,3,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
77,1150026,DOWNINGTOWN WATER AUTHORITY,Chester,Surface water,9900,7,19.1,7.1,Local government,3500,Urban,43,1,44,0,1,1,0,0,1.4105020602333491,-0.13572167990200956,-0.15023607354976748,-0.4105020602333491
78,1150029,ST MARY OF PROVIDENCE CENTER,Chester,Ground water,75,7,19.1,7.1,Private,11,Urban,136,3,139,0,1,0,1,1,0.7993413189670534,1.214308818640498,0.7752281756637031,2.2006586810329467
79,1150030,LOAGS CORNER MOBILE HOME PARK,Chester,Ground water,130,4,19.1,7.1,Private,49,Urban,2,0,2,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
80,1150035,AQUA PA UWCHLAN,Chester,Surface water purchased,35518,25,19.1,7.1,Private,16600,Urban,0,0,0,0,1,0,0,0,1.5013771763484633,-0.468536734218833,-0.9943438592540025,-1.5013771763484633
81,1150037,DEVEREUX FOUNDATION BRANDYWINE,Chester,Ground water,300,4,19.1,7.1,Private,19,Urban,8,1,9,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
82,1150039,CAMPHILL SPEC SCH BEAVER RUN,Chester,Ground water,140,4,19.1,7.1,Private,20,Urban,9,0,9,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
83,1150044,TEL HAI RETIREMENT COMMUNITY,Chester,Ground water,930,6,19.1,7.1,Private,1,Urban,8,1,9,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
84,1150045,BRANDYWINE TERRACE MHP,Chester,Ground water,90,3,19.1,7.1,Private,41,Urban,36,0,36,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
85,1150046,UMH GREGORY COURTS MHP,Chester,Ground water,67,4,19.1,7.1,Private,37,Urban,3,0,3,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
86,1150047,KEYSTONE COURT,Chester,Ground water,116,3,19.1,7.1,Private,45,Urban,12,1,13,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
87,1150049,HIDEAWAY MOBILE HOME PARK,Chester,Ground water,95,4,19.1,7.1,Private,39,Urban,1,0,1,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
88,1150051,INDIAN RUN VILLAGE MHP,Chester,Ground water,550,4,19.1,7.1,Private,243,Urban,23,0,23,0,1,0,0,1,0.5399253923443389,-0.4173443965158396,-0.7627562730179853,-0.5399253923443389
89,1150052,UMH VALLEY VIEW HONEYBROOK MHP,Chester,Ground water,429,13,19.1,7.1,Private,136,Urban,15,6,21,0,1,0,1,1,0.7993413189670534,2.869688858861717,1.3886923679028718,5.200658681032946
90,1150064,SHADYSIDE MHP,Chester,Ground water,55,3,19.1,7.1,Private,16,Urban,26,1,27,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
91,1150065,ECHO VALLEY MHP,Chester,Ground water,60,4,19.1,7.1,Private,20,Urban,106,5,111,0,1,0,1,1,0.7993413189670534,2.3178955121213103,1.209255481816179,4.200658681032946
92,1150066,OXFORD BOROUGH,Chester,Surface water purchased,5280,10,19.1,7.1,Local government,1597,Urban,36,1,37,0,1,1,0,0,1.4105020602333491,-0.13572167990200956,-0.15023607354976748,-0.4105020602333491
93,1150069,COVENTRY TERRACE,Chester,Ground water,250,8,19.1,7.1,Private,127,Urban,6,4,10,0,1,0,1,1,0.7993413189670534,1.7661021653809044,1.0080064819379073,3.2006586810329467
94,1150070,HIGHLAND COURT,Chester,Ground water,54,4,19.1,7.1,Private,26,Urban,12,1,13,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
95,1150077,PHOENIXVILLE WATER DEPT,Chester,Surface water,16599,4,19.1,7.1,Local government,5776,Urban,4,1,5,0,1,1,0,0,1.4105020602333491,-0.13572167990200956,-0.15023607354976748,-0.4105020602333491
96,1150078,GARDENS AT POTTSTOWN,Chester,Ground water,70,4,19.1,7.1,Private,1,Urban,14,0,14,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
97,1150081,WARWICK MOBILE HOME PARK,Chester,Ground water,40,7,19.1,7.1,Private,30,Urban,27,0,27,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
98,1150082,LINCOLN CREST MHP,Chester,Ground water,242,9,19.1,7.1,Private,145,Urban,6,4,10,0,1,0,1,1,0.7993413189670534,1.7661021653809044,1.0080064819379073,3.2006586810329467
99,1150083,CREEKVIEW MHP,Chester,Ground water,200,3,19.1,7.1,Private,79,Urban,16,1,17,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
100,1150089,AQUA PA SPRING RUN,Chester,Surface water purchased,7303,24,19.1,7.1,Private,1400,Urban,0,1,1,0,1,0,0,0,1.5013771763484633,-0.15646542955282441,-0.17636474497029708,-0.5013771763484633
101,1150094,APPLEVILLE MOBILE HOME PARK,Chester,Ground water,461,16,19.1,7.1,Private,230,Urban,0,0,0,0,1,0,0,1,0.5399253923443389,-0.4173443965158396,-0.7627562730179853,-0.5399253923443389
102,1150098,AQUA PA WEST CHESTER,Chester,Surface water,33918,16,19.1,7.1,Private,9715,Urban,0,0,0,0,1,0,0,0,1.5013771763484633,-0.468536734218833,-0.9943438592540025,-1.5013771763484633
103,1150102,UMH OXFORD VILLAGE MHP,Chester,Ground water,480,5,19.1,7.1,Private,224,Urban,4,1,5,0,1,0,0,1,0.5399253923443389,0.35562239192088035,0.29494556180573966,0.4600746076556611
104,1150105,WEST GROVE BOROUGH,Chester,Ground water,2873,11,19.1,7.1,Local government,884,Urban,66,0,66,0,1,1,0,1,0.5072448750860944,-0.41307383315132035,-0.7485102812017089,-0.5072448750860944
105,1150106,PA AMERICAN COATESVILLE,Chester,Surface water,30299,15,19.1,7.1,Local government,11004,Urban,1,1,2,0,1,1,0,0,1.4105020602333491,-0.13572167990200956,-0.15023607354976748,-0.4105020602333491
106,1150108,KENNETT SQUARE MUN WATER WORKS,Chester,Surface water purchased,6328,8,19.1,7.1,Local government,1800,Urban,15,0,15,0,1,1,0,0,1.4105020602333491,-0.4663453065528937,-0.9805271447363647,-1.4105020602333491
107,1150109,BOROUGH OF ATGLEN,Chester,Surface water purchased,1406,11,19.1,7.1,Local government,406,Urban,59,1,60,0,1,1,0,0,1.4105020602333491,-0.13572167990200956,-0.15023607354976748,-0.4105020602333491
108,1150126,AQUA PA FRANKLIN,Chester,Ground water,265,3,19.1,7.1,Private,88,Urban,0,0,0,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
109,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,19.1,7.1,Private,54,Urban,5,0,5,0,1,0,1,0,2.222738232774271,-0.48006538681413846,-1.0795771790676794,-2.222738232774271
110,1150137,AQUA PA FRIENDSHIP,Chester,Surface water purchased,7675,26,19.1,7.1,Private,1377,Urban,0,0,0,0,1,0,0,0,1.5013771763484633,-0.468536734218833,-0.9943438592540025,-1.5013771763484633
111,1150144,MARTINS COMMUNITY LP MHP,Chester,Ground water,180,4,19.1,7.1,Private,67,Urban,8,0,8,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
112,1150145,SHADY GROVE MOBILE HOME PARK,Chester,Ground water,129,6,19.1,7.1,Private,44,Urban,7,0,7,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
113,1150150,CALN MOBILE HOME PARK,Chester,Ground water,30,3,19.1,7.1,Private,18,Urban,9,1,10,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
114,1150155,AQUA PA BEVERSREDE,Chester,Surface water purchased,2300,6,19.1,7.1,Private,359,Urban,0,0,0,0,1,0,0,0,1.5013771763484633,-0.468536734218833,-0.9943438592540025,-1.5013771763484633
115,1150157,WARWICK WATER WORKS,Chester,Ground water,98,6,19.1,7.1,Private,42,Urban,3,1,4,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
116,1150164,WOODBROOKE WATER AUTHORITY,Chester,Ground water,87,3,19.1,7.1,Private,34,Urban,45,0,45,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
117,1150165,LONDON GROVE TWP MUN AUTH,Chester,Surface water purchased,3706,6,19.1,7.1,Local government,938,Urban,11,0,11,0,1,1,0,0,1.4105020602333491,-0.4663453065528937,-0.9805271447363647,-1.4105020602333491
118,1150166,PA AMERICAN ROYERSFORD,Chester,Surface water,48511,19,19.1,7.1,Private,11708,Urban,1,1,2,0,1,0,0,0,1.5013771763484633,-0.15646542955282441,-0.17636474497029708,-0.5013771763484633
119,1150168,CAMPHILL VILLAGE KIMBERTON HLS,Chester,Ground water,100,3,19.1,7.1,Private,11,Urban,18,1,19,0,1,0,1,1,0.7993413189670534,0.1107221251596853,0.10349941694312817,0.2006586810329466
120,1150177,NOTTINGHAM MANOR M H  COURT,Chester,Ground water,513,23,19.1,7.1,Private,192,Urban,177,0,177,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
121,1150183,INDEPENDENCE PARK,Chester,Ground water,91,3,19.1,7.1,Private,35,Urban,38,0,38,0,1,0,1,1,0.7993413189670534,-0.44107122158072104,-0.8524639228801305,-0.7993413189670534
122,1150185,VALLEY SPRINGS WATER CO,Chester,Surface water purchased,2500,7,19.1,7.1,Private,392,Urban,60,7,67,0,1,0,0,0,1.5013771763484633,1.715962398443227,0.9895021594161942,5.498622823651536
