,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
20,1090069,WARMINSTER MUNICIPAL AUTHORITY,Bucks,Surface water purchased,40000,65,14.5,6.0,Local government,9700,Urban,3,0,3,0,1,1,0,0,12.78651321440726,-0.5358575314678969,-0.8067345505880662,-9.78651321440726
21,1090070,WARRINGTON TWP WATER&SEW DEPT,Bucks,Surface water purchased,21588,29,14.5,6.0,Local government,6695,Urban,41,4,45,0,1,1,0,0,12.78651321440726,1.7638395954433852,1.118027332997061,32.21348678559274
22,1090074,PA AMERICAN WATER CO YARDLEY,Bucks,Surface water,34411,15,14.5,6.0,Private,12167,Urban,2,0,2,0,1,0,0,0,13.422503641987845,-0.5963428877338726,-0.9941463470441156,-11.422503641987845
23,1090078,AQUA PA BENSALEM,Bucks,Surface water purchased,44543,11,14.5,6.0,Local government,14000,Urban,0,0,0,0,1,1,0,0,12.78651321440726,-0.7001216119615599,-1.82338408264559,-12.78651321440726
24,1090079,BCWSA MAIN LOWER SOUTH,Bucks,Surface water purchased,52621,10,14.5,6.0,Local government,15800,Urban,7,3,10,0,1,1,0,0,12.78651321440726,-0.15257467698268323,-0.16504234919808022,-2.7865132144072593
25,1090081,DOYLESTOWN BORO WATER DEPT,Bucks,Ground water,8700,19,14.5,6.0,Local government,3069,Urban,10,1,11,0,1,1,0,1,15.038166228271955,-0.18854402811950172,-0.20829151223929068,-4.038166228271955
26,1090082,QUAKERTOWN BORO,Bucks,Ground water,12800,30,14.5,6.0,Local government,3551,Urban,5,0,5,0,1,1,0,1,15.038166228271955,-0.46868706948239036,-0.6481855311255581,-10.038166228271955
27,1090084,DELAWARE VALLEY UNIV,Bucks,Ground water,1200,5,14.5,6.0,Public/Private,41,Urban,38,0,38,0,1,0,1,1,23.663194842891922,0.4279695189597603,0.36374191653022714,14.336805157108078
28,1090089,NORTHAMPTON BUCKS CO MUN AUTH,Bucks,Surface water purchased,36750,54,14.5,6.0,Local government,10222,Urban,49,0,49,0,1,1,0,0,12.78651321440726,1.982858369434936,1.2150530744405266,36.21348678559274
29,1090091,TRUMBAUERSVILLE MUN WATERWORKS,Bucks,Ground water,1057,9,14.5,6.0,Local government,392,Urban,18,0,18,0,1,1,0,1,15.038166228271955,0.13828952013720172,0.1302500779985566,2.9618337717280454
30,1090093,NESHAMINY MANOR CENTER,Bucks,Ground water,2100,9,14.5,6.0,Public/Private,18,Urban,48,0,48,0,1,0,1,1,23.663194842891922,0.7264805988481385,0.567273644991398,24.336805157108078
31,1090097,OLDE COLONIAL GREENE,Bucks,Ground water,900,6,14.5,6.0,Public/Private,309,Urban,35,0,35,0,1,0,0,1,15.786151985543933,0.8552618671818065,0.6468216893409714,19.21384801445607
32,1090098,DOYLESTOWN HOSP T/A PINE RUN,Bucks,Ground water,700,5,14.5,6.0,Public/Private,320,Urban,96,0,96,0,1,0,0,1,15.786151985543933,3.5705416934216063,1.8087007558549626,80.21384801445606
33,1090099,DURHAM VILLAGE RES ASSOC,Bucks,Ground water,160,6,14.5,6.0,Local government,60,Urban,25,6,31,0,1,1,1,1,22.541975895409124,0.2649007256819549,0.23779672046859443,8.458024104590876
34,1090101,YORKSHIRE MEADOWS CONDO ASSOC,Bucks,Ground water,90,4,14.5,6.0,Public/Private,72,Urban,36,3,39,0,1,0,1,1,23.663194842891922,0.45782062694859815,0.38551913813134225,15.336805157108078
35,1090102,HERMITAGE CONDOMINIUM ASSN,Bucks,Ground water,75,6,14.5,6.0,Public/Private,49,Urban,41,0,41,0,1,0,1,1,23.663194842891922,0.5175228429262738,0.4280322014531772,17.336805157108078
36,1090103,INGHAM MEWS CONDOMINUM ASSOC,Bucks,Ground water,97,6,14.5,6.0,Public/Private,64,Urban,93,0,93,0,1,0,1,1,23.663194842891922,2.0697804583458406,1.2522761905377986,69.33680515710807
37,1090104,BEDMINSTER MUN AUTH,Bucks,Ground water,3042,6,14.5,6.0,Local government,1100,Urban,2,0,2,0,1,1,0,1,15.038166228271955,-0.6087585901638347,-1.041357148348565,-13.038166228271955
38,1090106,DUBLIN ACRES HOMEOWNERS ASSOC,Bucks,Ground water,175,4,14.5,6.0,Public/Private,54,Urban,5,0,5,0,1,0,1,1,23.663194842891922,-0.557117044671888,-0.8659164063242003,-18.663194842891922
39,1090107,BOROUGH OF DUBLIN,Bucks,Ground water,2200,10,14.5,6.0,Local government,350,Urban,1,0,1,0,1,1,0,1,15.038166228271955,-0.6554490970576494,-1.2728409734025234,-14.038166228271955
40,1090117,HILLTOWN TWP WATER&SEWER AUTH,Bucks,Surface water purchased,5415,12,14.5,6.0,Local government,1248,Urban,16,0,16,0,1,1,0,0,12.78651321440726,0.17595348400464278,0.1632744951763515,3.2134867855927407
41,1090121,UPPER MAKEFIELD ENCLAVE,Bucks,Ground water,25,4,14.5,6.0,Local government,15,Urban,33,0,33,0,1,1,1,1,22.541975895409124,0.32753964049378925,0.28767052693895345,10.458024104590876
42,1090122,TWP OF UPPER MAKEFIELD,Bucks,Ground water,1800,5,14.5,6.0,Local government,596,Urban,2,1,3,0,1,1,0,1,15.038166228271955,-0.5620680832700199,-0.8807748914372985,-12.038166228271955
43,1090123,BUCKINGHAM TWP FIELDSTONE,Bucks,Ground water,281,6,14.5,6.0,Local government,104,Urban,5,0,5,0,1,1,1,1,22.541975895409124,-0.5494051668718922,-0.8437285959471387,-17.541975895409124
44,1090125,MILFORD TWP WATER AUTHORITY,Bucks,Ground water,4498,24,14.5,6.0,Local government,1186,Urban,15,0,15,0,1,1,0,1,15.038166228271955,-0.0017820005442426045,-0.0017834855435505772,-0.038166228271954594
45,1090127,WARWICK TWP WATER & SEWER AUTH,Bucks,Surface water purchased,11133,20,14.5,6.0,Local government,2939,Urban,1,1,2,0,1,1,0,0,12.78651321440726,-0.5906122249657846,-0.9736365545333726,-10.78651321440726
46,1090128,DTMA MAIN SYSTEM,Bucks,Surface water purchased,8655,52,14.5,6.0,Local government,2029,Urban,7,0,7,0,1,1,0,0,12.78651321440726,-0.3168387574763462,-0.3815895674148331,-5.786513214407259
47,1090129,BCWSA SOLEBURY,Bucks,Ground water,2100,7,14.5,6.0,Local government,474,Urban,5,0,5,0,1,1,0,1,15.038166228271955,-0.46868706948239036,-0.6481855311255581,-10.038166228271955
48,1090130,BCWSA NEW HOPE,Bucks,Surface water,3017,14,14.5,6.0,Local government,3017,Urban,3,0,3,0,1,1,0,0,12.78651321440726,-0.5358575314678969,-0.8067345505880662,-9.78651321440726
49,1090131,RICHLAND TWP WATER AUTHORITY,Bucks,Ground water,6800,18,14.5,6.0,Local government,1922,Urban,84,0,84,0,1,1,0,1,15.038166228271955,3.2198629751289767,1.6904819249313752,68.96183377172804
50,1090133,VILLAGE OF BUCKINGHAM SPRINGS,Bucks,Ground water,1295,4,14.5,6.0,Private,646,Urban,23,0,23,0,1,0,0,1,15.786151985543933,0.3211084587411901,0.28263928624327045,7.213848014456067
51,1090135,SCENIC VIEW APARTMENTS,Bucks,Ground water,150,5,14.5,6.0,Private,50,Urban,3,0,3,0,1,0,1,1,23.663194842891922,-0.6168192606495636,-1.0740185544964522,-20.663194842891922
52,1090137,BUCKINGHAM TWP COLD SPRING,Bucks,Ground water,4760,8,14.5,6.0,Local government,1783,Urban,1,0,1,0,1,1,0,1,15.038166228271955,-0.6554490970576494,-1.2728409734025234,-14.038166228271955
53,1090138,PLUMSTEAD TWP DURHAM RIDGE,Bucks,Ground water,714,7,14.5,6.0,Local government,204,Urban,3,0,3,0,1,1,0,1,15.038166228271955,-0.5620680832700199,-0.8807748914372985,-12.038166228271955
54,1090140,HULMEVILLE MUNICIPAL AUTHORITY,Bucks,Surface water purchased,750,3,14.5,6.0,Local government,283,Urban,4,0,4,0,1,1,0,0,12.78651321440726,-0.48110283797000924,-0.6748700549495831,-8.78651321440726
55,1090141,NORTH PENN WATER AUTH E ROCKH,Bucks,Ground water purchased,588,8,14.5,6.0,Local government,196,Urban,0,0,0,0,1,1,1,1,22.541975895409124,-0.7060024539014782,-1.9712114029589902,-22.541975895409124
56,1090144,PLUMSTEAD NORTHERN SYSTEM,Bucks,Ground water,2605,12,14.5,6.0,Local government,1002,Urban,27,0,27,0,1,1,0,1,15.038166228271955,0.5585040821815347,0.45645446952187374,11.961833771728045
57,1090145,BUCKINGHAM TWP BUCK VILLAGE,Bucks,Ground water,1050,4,14.5,6.0,Local government,125,Urban,5,0,5,0,1,1,1,1,22.541975895409124,-0.5494051668718922,-0.8437285959471387,-17.541975895409124
58,1090147,AQUA PA PEDDLERS VIEW,Bucks,Ground water,600,4,14.5,6.0,Private,214,Urban,0,0,0,0,1,0,0,1,15.786151985543933,-0.7026855741033247,-1.8793912100007557,-15.786151985543933
59,1090148,PLUMSTEAD TWP PATRIOTS RIDGE,Bucks,Ground water purchased,1704,2,14.5,6.0,Local government,600,Urban,2,0,2,0,1,1,0,1,15.038166228271955,-0.6087585901638347,-1.041357148348565,-13.038166228271955
60,1090150,MEADOW FARMS APTS,Bucks,Ground water,90,6,14.5,6.0,Private,39,Urban,3,0,3,0,1,0,1,1,23.663194842891922,-0.6168192606495636,-1.0740185544964522,-20.663194842891922
61,1090153,PEDDLERS VILLAGE,Bucks,Ground water,960,4,14.5,6.0,Private,76,Urban,6,0,6,0,1,0,1,1,23.663194842891922,-0.5272659366830502,-0.7840458375592722,-17.663194842891922
62,1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Bucks,Ground water,1284,10,14.5,6.0,Local government,367,Urban,3,0,3,0,1,1,0,1,15.038166228271955,-0.5620680832700199,-0.8807748914372985,-12.038166228271955
63,1090159,BUCKINGHAM TWP FURLONG,Bucks,Ground water,3100,18,14.5,6.0,Local government,169,Urban,4,0,4,0,1,1,1,1,22.541975895409124,-0.5807246242778094,-0.9394465830076885,-18.541975895409124
64,1090160,BCWSA FOX RUN PRESERVE,Bucks,Ground water,220,3,14.5,6.0,Local government,108,Urban,3,0,3,0,1,1,1,1,22.541975895409124,-0.6120440816837266,-1.0542246317236967,-19.541975895409124
65,1090163,PENNLAND FARMS,Bucks,Ground water,452,4,14.5,6.0,Local government,30,Urban,35,0,35,0,1,1,1,1,22.541975895409124,0.3901785553056237,0.3356419816658453,12.458024104590876
66,1090164,MILL CREEK RIDGE,Bucks,Ground water,99,4,14.5,6.0,Local government,73,Urban,21,0,21,0,1,1,1,1,22.541975895409124,-0.04829384837721708,-0.049427955812108536,-1.5419758954091236
67,1150004,AVONWHEEL ESTATE MHP,Chester,Ground water,300,4,19.1,7.1,Private,65,Urban,12,1,13,0,1,0,1,1,22.992853501632496,-0.3069001026542112,-0.3668629618013108,-9.992853501632496
68,1150005,BOROUGH OF AVONDALE,Chester,Ground water,1108,4,19.1,7.1,Local government,329,Urban,4,0,4,0,1,1,0,1,14.61215847291723,-0.5096891381307105,-0.7404062865689871,-10.61215847291723
69,1150007,TWIN PINES HEALTH CARE CENTER,Chester,Ground water,120,3,19.1,7.1,Private,2,Urban,28,0,28,0,1,0,1,1,22.992853501632496,0.15377927576969053,0.14394623526916275,5.007146498367504
70,1150011,MALVERN COURTS MHP,Chester,Ground water,250,6,19.1,7.1,Private,108,Urban,4,0,4,0,1,0,1,1,22.992853501632496,-0.5833077297085523,-0.9480702100260657,-18.992853501632496
71,1150013,IMPERIAL MOBILE HOME PARK,Chester,Ground water,151,9,19.1,7.1,Private,51,Urban,41,14,55,0,1,0,1,1,22.992853501632496,0.9830021569327136,0.7218041717830511,32.007146498367504
72,1150015,TAYLORS MOBILE HOME PARK,Chester,Ground water,50,6,19.1,7.1,Private,47,Urban,182,0,182,0,1,0,1,1,22.992853501632496,4.883420894255082,2.2076204128901717,159.0071464983675
73,1150017,MAPLEWOOD MOBILE HOME PARK,Chester,Ground water,70,6,19.1,7.1,Private,31,Urban,12,0,12,0,1,0,1,1,22.992853501632496,-0.33761206121580467,-0.4131731551123344,-10.992853501632496
74,1150019,LONDONDERRY COURT MHP,Chester,Surface water purchased,160,8,19.1,7.1,Private,55,Urban,57,5,62,0,1,0,1,0,19.55015130653584,1.5303779118010832,1.0087448562637014,42.44984869346416
75,1150020,MT IDY MOBILE HOME PARK,Chester,Ground water,80,5,19.1,7.1,Private,40,Urban,2,12,14,0,1,0,1,1,22.992853501632496,-0.27618814409261777,-0.3229332616697919,-8.992853501632496
76,1150021,ASHWOOD APARTMENTS,Chester,Ground water,75,2,19.1,7.1,Private,75,Urban,3,0,3,0,1,0,1,1,22.992853501632496,-0.6140196882701457,-1.062324901777926,-19.992853501632496
77,1150026,DOWNINGTOWN WATER AUTHORITY,Chester,Surface water,9900,7,19.1,7.1,Local government,3500,Urban,43,1,44,0,1,1,0,0,12.424291271212986,1.778330234531395,1.1246002562417783,31.575708728787014
78,1150029,ST MARY OF PROVIDENCE CENTER,Chester,Ground water,75,7,19.1,7.1,Private,11,Urban,136,3,139,0,1,0,1,1,22.992853501632496,3.5628066761065633,1.8061766500760046,116.0071464983675
79,1150030,LOAGS CORNER MOBILE HOME PARK,Chester,Ground water,130,4,19.1,7.1,Private,49,Urban,2,0,2,0,1,0,1,1,22.992853501632496,-0.6447316468317391,-1.208307796839161,-20.992853501632496
80,1150035,AQUA PA UWCHLAN,Chester,Surface water purchased,35518,25,19.1,7.1,Private,16600,Urban,0,0,0,0,1,0,0,0,13.042265083578124,-0.7003849108683686,-1.8287022120472058,-13.042265083578124
81,1150037,DEVEREUX FOUNDATION BRANDYWINE,Chester,Ground water,300,4,19.1,7.1,Private,19,Urban,8,1,9,0,1,0,1,1,22.992853501632496,-0.429747936900585,-0.5704714391294667,-13.992853501632496
82,1150039,CAMPHILL SPEC SCH BEAVER RUN,Chester,Ground water,140,4,19.1,7.1,Private,20,Urban,9,0,9,0,1,0,1,1,22.992853501632496,-0.429747936900585,-0.5704714391294667,-13.992853501632496
83,1150044,TEL HAI RETIREMENT COMMUNITY,Chester,Ground water,930,6,19.1,7.1,Private,1,Urban,8,1,9,0,1,0,1,1,22.992853501632496,-0.429747936900585,-0.5704714391294667,-13.992853501632496
84,1150045,BRANDYWINE TERRACE MHP,Chester,Ground water,90,3,19.1,7.1,Private,41,Urban,36,0,36,0,1,0,1,1,22.992853501632496,0.3994749442624381,0.3426110385650647,13.007146498367504
85,1150046,UMH GREGORY COURTS MHP,Chester,Ground water,67,4,19.1,7.1,Private,37,Urban,3,0,3,0,1,0,1,1,22.992853501632496,-0.6140196882701457,-1.062324901777926,-19.992853501632496
86,1150047,KEYSTONE COURT,Chester,Ground water,116,3,19.1,7.1,Private,45,Urban,12,1,13,0,1,0,1,1,22.992853501632496,-0.3069001026542112,-0.3668629618013108,-9.992853501632496
87,1150049,HIDEAWAY MOBILE HOME PARK,Chester,Ground water,95,4,19.1,7.1,Private,39,Urban,1,0,1,0,1,0,1,1,22.992853501632496,-0.6754436053933326,-1.4207464231848295,-21.992853501632496
88,1150051,INDIAN RUN VILLAGE MHP,Chester,Ground water,550,4,19.1,7.1,Private,243,Urban,23,0,23,0,1,0,0,1,15.33895496225216,0.3507965825116807,0.3056911777486412,7.66104503774784
89,1150052,UMH VALLEY VIEW HONEYBROOK MHP,Chester,Ground water,429,13,19.1,7.1,Private,136,Urban,15,6,21,0,1,0,1,1,22.992853501632496,-0.061204434161463615,-0.06304656843858794,-1.9928535016324957
90,1150064,SHADYSIDE MHP,Chester,Ground water,55,3,19.1,7.1,Private,16,Urban,26,1,27,0,1,0,1,1,22.992853501632496,0.12306731720809708,0.11663128168856424,4.007146498367504
91,1150065,ECHO VALLEY MHP,Chester,Ground water,60,4,19.1,7.1,Private,20,Urban,106,5,111,0,1,0,1,1,22.992853501632496,2.702871836381947,1.5044126050603572,88.0071464983675
92,1150066,OXFORD BOROUGH,Chester,Surface water purchased,5280,10,19.1,7.1,Local government,1597,Urban,36,1,37,0,1,1,0,0,12.424291271212986,1.3840932674804904,0.9366801329682353,24.575708728787014
93,1150069,COVENTRY TERRACE,Chester,Ground water,250,8,19.1,7.1,Private,127,Urban,6,4,10,0,1,0,1,1,22.992853501632496,-0.39903597833899157,-0.5144612041520735,-12.992853501632496
94,1150070,HIGHLAND COURT,Chester,Ground water,54,4,19.1,7.1,Private,26,Urban,12,1,13,0,1,0,1,1,22.992853501632496,-0.3069001026542112,-0.3668629618013108,-9.992853501632496
95,1150077,PHOENIXVILLE WATER DEPT,Chester,Surface water,16599,4,19.1,7.1,Local government,5776,Urban,4,1,5,0,1,1,0,0,12.424291271212986,-0.4181328676093589,-0.5488529357578715,-7.4242912712129865
96,1150078,GARDENS AT POTTSTOWN,Chester,Ground water,70,4,19.1,7.1,Private,1,Urban,14,0,14,0,1,0,1,1,22.992853501632496,-0.27618814409261777,-0.3229332616697919,-8.992853501632496
97,1150081,WARWICK MOBILE HOME PARK,Chester,Ground water,40,7,19.1,7.1,Private,30,Urban,27,0,27,0,1,0,1,1,22.992853501632496,0.12306731720809708,0.11663128168856424,4.007146498367504
98,1150082,LINCOLN CREST MHP,Chester,Ground water,242,9,19.1,7.1,Private,145,Urban,6,4,10,0,1,0,1,1,22.992853501632496,-0.39903597833899157,-0.5144612041520735,-12.992853501632496
99,1150083,CREEKVIEW MHP,Chester,Ground water,200,3,19.1,7.1,Private,79,Urban,16,1,17,0,1,0,1,1,22.992853501632496,-0.18405226840783742,-0.20278018696903544,-5.992853501632496
100,1150089,AQUA PA SPRING RUN,Chester,Surface water purchased,7303,24,19.1,7.1,Private,1400,Urban,0,1,1,0,1,0,0,0,13.042265083578124,-0.6466837396086124,-1.220685473051705,-12.042265083578124
101,1150094,APPLEVILLE MOBILE HOME PARK,Chester,Ground water,461,16,19.1,7.1,Private,230,Urban,0,0,0,0,1,0,0,1,15.33895496225216,-0.702365402310764,-1.8718293189742659,-15.33895496225216
102,1150098,AQUA PA WEST CHESTER,Chester,Surface water,33918,16,19.1,7.1,Private,9715,Urban,0,0,0,0,1,0,0,0,13.042265083578124,-0.7003849108683686,-1.8287022120472058,-13.042265083578124
103,1150102,UMH OXFORD VILLAGE MHP,Chester,Ground water,480,5,19.1,7.1,Private,224,Urban,4,1,5,0,1,0,0,1,15.33895496225216,-0.4734171447406673,-0.6582151007625814,-10.33895496225216
104,1150105,WEST GROVE BOROUGH,Chester,Ground water,2873,11,19.1,7.1,Local government,884,Urban,66,0,66,0,1,1,0,1,14.61215847291723,2.46809588503406,1.4144041791211088,51.38784152708277
105,1150106,PA AMERICAN COATESVILLE,Chester,Surface water,30299,15,19.1,7.1,Local government,11004,Urban,1,1,2,0,1,1,0,0,12.424291271212986,-0.5870915677740323,-0.9613944825438911,-10.424291271212986
106,1150108,KENNETT SQUARE MUN WATER WORKS,Chester,Surface water purchased,6328,8,19.1,7.1,Local government,1800,Urban,15,0,15,0,1,1,0,0,12.424291271212986,0.145062799606219,0.13625826733810414,2.5757087287870135
107,1150109,BOROUGH OF ATGLEN,Chester,Surface water purchased,1406,11,19.1,7.1,Local government,406,Urban,59,1,60,0,1,1,0,0,12.424291271212986,2.6794433020763195,1.495562085889036,47.57570872878701
108,1150126,AQUA PA FRANKLIN,Chester,Ground water,265,3,19.1,7.1,Private,88,Urban,0,0,0,0,1,0,1,1,22.992853501632496,-0.7061555639549261,-1.9762138456987557,-22.992853501632496
109,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,19.1,7.1,Private,54,Urban,5,0,5,0,1,0,1,0,19.55015130653584,-0.5245538172274927,-0.7771365362249854,-14.550151306535842
110,1150137,AQUA PA FRIENDSHIP,Chester,Surface water purchased,7675,26,19.1,7.1,Private,1377,Urban,0,0,0,0,1,0,0,0,13.042265083578124,-0.7003849108683686,-1.8287022120472058,-13.042265083578124
111,1150144,MARTINS COMMUNITY LP MHP,Chester,Ground water,180,4,19.1,7.1,Private,67,Urban,8,0,8,0,1,0,1,1,22.992853501632496,-0.46045989546217847,-0.6310198596874216,-14.992853501632496
112,1150145,SHADY GROVE MOBILE HOME PARK,Chester,Ground water,129,6,19.1,7.1,Private,44,Urban,7,0,7,0,1,0,1,1,22.992853501632496,-0.4911718540237719,-0.697151375792831,-15.992853501632496
113,1150150,CALN MOBILE HOME PARK,Chester,Ground water,30,3,19.1,7.1,Private,18,Urban,9,1,10,0,1,0,1,1,22.992853501632496,-0.39903597833899157,-0.5144612041520735,-12.992853501632496
114,1150155,AQUA PA BEVERSREDE,Chester,Surface water purchased,2300,6,19.1,7.1,Private,359,Urban,0,0,0,0,1,0,0,0,13.042265083578124,-0.7003849108683686,-1.8287022120472058,-13.042265083578124
115,1150157,WARWICK WATER WORKS,Chester,Ground water,98,6,19.1,7.1,Private,42,Urban,3,1,4,0,1,0,1,1,22.992853501632496,-0.5833077297085523,-0.9480702100260657,-18.992853501632496
116,1150164,WOODBROOKE WATER AUTHORITY,Chester,Ground water,87,3,19.1,7.1,Private,34,Urban,45,0,45,0,1,0,1,1,22.992853501632496,0.6758825713167792,0.534794754552127,22.007146498367504
117,1150165,LONDON GROVE TWP MUN AUTH,Chester,Surface water purchased,3706,6,19.1,7.1,Local government,938,Urban,11,0,11,0,1,1,0,0,12.424291271212986,-0.08021546728001216,-0.08343416423212678,-1.4242912712129865
118,1150166,PA AMERICAN ROYERSFORD,Chester,Surface water,48511,19,19.1,7.1,Private,11708,Urban,1,1,2,0,1,0,0,0,13.042265083578124,-0.5929825683488561,-0.9820297173412759,-11.042265083578124
119,1150168,CAMPHILL VILLAGE KIMBERTON HLS,Chester,Ground water,100,3,19.1,7.1,Private,11,Urban,18,1,19,0,1,0,1,1,22.992853501632496,-0.12262835128465051,-0.13045012794325372,-3.9928535016324957
120,1150177,NOTTINGHAM MANOR M H  COURT,Chester,Ground water,513,23,19.1,7.1,Private,192,Urban,177,0,177,0,1,0,1,1,22.992853501632496,4.729861101447114,2.1639512665830893,154.0071464983675
121,1150183,INDEPENDENCE PARK,Chester,Ground water,91,3,19.1,7.1,Private,35,Urban,38,0,38,0,1,0,1,1,22.992853501632496,0.460898861385625,0.38774436331886397,15.007146498367504
122,1150185,VALLEY SPRINGS WATER CO,Chester,Surface water purchased,2500,7,19.1,7.1,Private,392,Urban,60,7,67,0,1,0,0,0,13.042265083578124,2.8975935635353034,1.5762870306639845,53.95773491642188
123,1150186,COATESVILLE VETERANS ADM HOSP,Chester,Surface water purchased,2000,4,19.1,7.1,Federal government,25,Urban,28,0,28,0,1,1,1,0,18.62381823035667,0.35461384861168865,0.3086262401994158,9.376181769643331
124,1150189,PERRY PHILLIPS MOBILE HOMES,Chester,Ground water,60,4,19.1,7.1,Private,21,Urban,27,0,27,0,1,0,1,1,22.992853501632496,0.12306731720809708,0.11663128168856424,4.007146498367504
