,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
41,1090122,TWP OF UPPER MAKEFIELD,Bucks,Ground water,1800,5,187,3.20855615,12.8342246,1.069518717,3.7433155080000002,Local government,596,Urban,1,3,0,1,1,0,1,17.242231239461926,-0.573493035169309,-0.9290213328062799,-14.242231239461926
42,1090123,BUCKINGHAM TWP FIELDSTONE,Bucks,Ground water,281,6,68,7.352941176,13.23529412,0.0,5.882352941000001,Local government,104,Urban,0,5,0,1,1,1,1,24.058963443584343,-0.5521955071120381,-0.8619885080504505,-19.058963443584343
43,1090125,MILFORD TWP WATER AUTHORITY,Bucks,Ground water,4498,24,3823,2.014125033,6.094690034,1.621763013,2.851164007,Local government,1186,Urban,0,15,0,1,1,0,1,17.530805684675215,-0.10025371172206048,-0.10545078061150709,-2.530805684675215
44,1090127,WARWICK TWP WATER & SEWER AUTH,Bucks,Surface water purchased,11133,21,14408,1.78373126,7.599944475,0.131871183,1.318711827,Local government,2939,Urban,1,2,0,1,1,0,0,15.108055833110202,-0.6011978251434998,-1.030067717495307,-13.108055833110202
45,1090128,DTMA MAIN SYSTEM,Bucks,Surface water purchased,8655,52,17106,2.069449316,7.3892201570000005,2.811878873,2.192213259,Local government,2029,Urban,0,7,0,1,1,0,0,15.036708415683595,-0.37032274783071834,-0.46757877527564046,-8.036708415683595
46,1090129,BCWSA SOLEBURY,Bucks,Ground water,2100,7,109,0.917431193,8.256880734,0.917431193,1.834862385,Local government,474,Urban,0,5,0,1,1,0,1,17.86236382300329,-0.5001914965737606,-0.7241484511451535,-12.862363823003289
47,1090130,BCWSA NEW HOPE,Bucks,Surface water,3017,14,271,3.6900369,7.749077491,0.0,2.58302583,Local government,3017,Urban,0,3,0,1,1,0,0,14.647890770266445,-0.5507356676988561,-0.8578373052538173,-11.647890770266445
48,1090131,RICHLAND TWP WATER AUTHORITY,Bucks,Ground water,6800,18,13803,3.368832862,11.99739187,1.71701804,5.933492719,Local government,1922,Rural,0,84,1,0,1,0,1,23.952515270022506,1.7474095695965437,1.1062706543286729,60.0474847299775
49,1090133,VILLAGE OF BUCKINGHAM SPRINGS,Bucks,Ground water,1295,4,103,1.9417475730000002,5.825242717999999,0.970873786,0.0,Private,646,Urban,0,23,0,1,0,0,1,15.445001081713704,0.3390664108619625,0.2961666390488051,7.554998918286296
50,1090135,SCENIC VIEW APARTMENTS,Bucks,Ground water,150,5,20,5.0,5.0,0.0,5.0,Private,50,Rural,0,3,1,0,0,1,1,30.546344142705003,-0.6299536828183762,-1.1595803168577163,-27.546344142705003
51,1090137,BUCKINGHAM TWP COLD SPRING,Bucks,Ground water,4760,8,3833,4.513435951,12.966344900000001,0.756587529,3.026350117,Local government,1783,Urban,0,1,0,1,1,0,1,16.881211419970796,-0.6529708703742388,-1.2979954355438277,-15.881211419970796
52,1090138,PLUMSTEAD TWP DURHAM RIDGE,Bucks,Ground water,714,7,157,1.910828025,10.82802548,1.910828025,4.458598726,Local government,204,Rural,0,3,1,0,1,0,1,24.51509551310489,-0.6118737265391619,-1.0741956142717368,-21.51509551310489
53,1090140,HULMEVILLE MUNICIPAL AUTHORITY,Bucks,Surface water purchased,750,3,1161,2.067183463,12.48923342,4.220499568999999,2.928509905,Local government,283,Urban,0,4,0,1,1,0,0,15.069408774060237,-0.5089770651303808,-0.7454900898312583,-11.069408774060237
54,1090141,NORTH PENN WATER AUTH E ROCKH,Bucks,Ground water purchased,588,8,192,4.6875,5.729166667,0.520833333,4.6875,Local government,196,Urban,0,0,0,1,1,1,1,25.04568201103397,-0.6973380241729509,-1.9772250161230143,-25.04568201103397
55,1090144,PLUMSTEAD NORTHERN SYSTEM,Bucks,Ground water,2605,12,790,2.405063291,5.696202532,0.253164557,1.898734177,Local government,1002,Urban,0,27,0,1,1,0,1,17.41682380250336,0.38207177853139157,0.3289680552938653,9.583176197496641
56,1090145,BUCKINGHAM TWP BUCK VILLAGE,Bucks,Ground water,1050,4,127,3.937007874,11.81102362,0.787401575,3.1496062989999998,Local government,125,Urban,0,5,0,1,1,1,1,25.417810870732453,-0.5602425805516804,-0.8863650698601672,-20.417810870732453
57,1090147,AQUA PA PEDDLERS VIEW,Bucks,Ground water,600,4,134,0.746268657,8.955223881,0.746268657,1.4925373130000001,Private,214,Urban,0,0,0,1,0,0,1,15.76879551477063,-0.6933891824551943,-1.8605915338661272,-15.76879551477063
58,1090148,PLUMSTEAD TWP PATRIOTS RIDGE,Bucks,Ground water purchased,1704,2,254,2.362204724,6.2992125979999996,0.787401575,0.39370078700000005,Local government,600,Urban,0,2,0,1,1,0,1,17.433365843384763,-0.6147372876474103,-1.0871156896091274,-15.433365843384763
59,1090150,MEADOW FARMS APTS,Bucks,Ground water,90,6,1,0.0,0.0,0.0,0.0,Private,39,Urban,0,3,0,1,0,1,1,23.730883464481266,-0.608854873369287,-1.0612399279599807,-20.730883464481266
60,1090153,PEDDLERS VILLAGE,Bucks,Ground water,960,4,121,3.305785124,5.7851239670000005,0.0,1.652892562,Private,76,Urban,0,6,0,1,0,1,1,22.543609971785056,-0.5111904562454548,-0.7508884794016821,-16.543609971785056
61,1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Bucks,Ground water,1284,10,155,2.580645161,5.161290323,0.0,3.225806452,Local government,367,Urban,0,3,0,1,1,0,1,17.363284613688013,-0.5743912180113829,-0.9320175352439147,-14.363284613688013
62,1090159,BUCKINGHAM TWP FURLONG,Bucks,Ground water,3100,18,372,2.150537634,5.913978495,0.537634409,0.268817204,Local government,169,Urban,0,4,0,1,1,1,1,26.102385928959798,-0.5907082614388509,-0.9892971339363991,-22.102385928959798
63,1090160,BCWSA FOX RUN PRESERVE,Bucks,Ground water,220,3,134,0.746268657,8.208955224,0.746268657,2.23880597,Local government,108,Rural,0,3,1,0,1,1,1,37.24386930283525,-0.643215719842739,-1.2333416423502355,-34.24386930283525
64,1090163,PENNLAND FARMS,Bucks,Ground water,452,4,42,2.3809523809999997,7.142857143,0.0,2.3809523809999997,Local government,30,Urban,0,35,0,1,1,1,1,26.018167005702736,0.2408181787156953,0.21780652853677998,8.981832994297264
65,1090164,MILL CREEK RIDGE,Bucks,Ground water,99,4,73,2.7397260269999997,5.479452055,0.0,0.0,Local government,73,Rural,0,21,1,0,1,1,1,36.01491876396803,-0.2915894560716684,-0.34568596318252653,-15.014918763968033
66,1150004,AVONWHEEL ESTATE MHP,Chester,Ground water,300,4,20,0.0,40.0,5.0,30.0,Private,65,Urban,1,13,0,1,0,1,1,24.131698841524305,-0.3215564861768612,-0.38997254699783435,-11.131698841524305
67,1150005,BOROUGH OF AVONDALE,Chester,Ground water,1108,4,282,1.418439716,37.94326241,3.5460992910000004,31.91489362,Local government,329,Urban,0,4,0,1,1,0,1,17.939061655883652,-0.5397757160969318,-0.8262558925768434,-13.939061655883652
68,1150007,TWIN PINES HEALTH CARE CENTER,Chester,Ground water,120,3,6,0.0,33.33333333,0.0,33.33333333,Private,2,Rural,0,28,1,0,0,1,1,33.52873225331669,-0.11527127662130486,-0.12223975981889236,-5.52873225331669
69,1150011,MALVERN COURTS MHP,Chester,Ground water,250,6,14,0.0,28.57142857,0.0,7.142857143,Private,108,Urban,0,4,0,1,0,1,1,24.016494320662506,-0.580953206204697,-0.954281512550043,-20.016494320662506
70,1150013,IMPERIAL MOBILE HOME PARK,Chester,Ground water,151,9,9,0.0,11.11111111,0.0,0.0,Private,51,Urban,14,55,0,1,0,1,1,23.841548510902093,0.910902558998744,0.6779597973697944,31.158451489097907
71,1150015,TAYLORS MOBILE HOME PARK,Chester,Ground water,50,6,47,4.255319149,36.17021277,21.27659574,6.382978723,Private,47,Urban,0,182,0,1,0,1,1,22.482480818665096,4.942280199932231,2.2126901813593904,159.5175191813349
72,1150017,MAPLEWOOD MOBILE HOME PARK,Chester,Ground water,70,6,6,0.0,16.66666667,0.0,0.0,Private,31,Urban,0,12,0,1,0,1,1,23.897074409558893,-0.3470054044317394,-0.4295311224442595,-11.897074409558893
73,1150019,LONDONDERRY COURT MHP,Chester,Surface water purchased,160,8,3,0.0,0.0,0.0,0.0,Private,55,Rural,5,62,1,0,0,1,0,28.37014899508723,0.8275634160791188,0.6283321869170968,33.629851004912766
74,1150020,MT IDY MOBILE HOME PARK,Chester,Ground water,80,6,9,0.0,11.11111111,0.0,0.0,Private,40,Urban,12,14,0,1,0,1,1,23.841548510902093,-0.287713005449827,-0.34012625209961767,-9.841548510902093
75,1150021,ASHWOOD APARTMENTS,Chester,Ground water,75,2,2,0.0,0.0,0.0,0.0,Private,75,Urban,0,3,0,1,0,1,1,23.730883464481266,-0.608854873369287,-1.0612399279599807,-20.730883464481266
76,1150026,DOWNINGTOWN WATER AUTHORITY,Chester,Surface water,9900,7,8957,4.689070001,31.11532879,13.48665848,7.692307692000001,Local government,3500,Urban,1,44,0,1,1,0,0,14.55358446037247,1.4011589338748311,0.9418934747035965,29.44641553962753
77,1150029,ST MARY OF PROVIDENCE CENTER,Chester,Ground water,75,7,14,0.0,7.142857143,0.0,0.0,Private,11,Rural,3,139,1,0,0,1,1,33.16304506677893,2.2308004109321313,1.313836183782811,105.83695493322108
78,1150030,LOAGS CORNER MOBILE HOME PARK,Chester,Ground water,130,4,3,0.0,0.0,0.0,0.0,Private,49,Rural,0,2,1,0,0,1,1,33.064006244070605,-0.6567047966622083,-1.323231370232774,-31.064006244070605
79,1150035,AQUA PA UWCHLAN,Chester,Surface water purchased,35518,25,37115,2.276707531,17.56163276,2.565000674,2.5245857469999997,Private,16600,Urban,0,0,0,1,0,0,0,13.245341512136156,-0.6913840278384281,-1.8150992490575806,-13.245341512136156
80,1150037,DEVEREUX FOUNDATION BRANDYWINE,Chester,Ground water,300,4,216,2.314814815,7.87037037,4.166666667,1.388888889,Private,19,Rural,1,9,1,0,0,1,1,31.94784496942826,-0.501945380713516,-0.7282820456737278,-22.94784496942826
81,1150039,CAMPHILL SPEC SCH BEAVER RUN,Chester,Ground water,140,4,11,0.0,9.090909091,0.0,0.0,Private,20,Rural,0,9,1,0,0,1,1,33.19010710347873,-0.5094593377976596,-0.7465663483591096,-24.19010710347873
82,1150044,TEL HAI RETIREMENT COMMUNITY,Chester,Ground water,930,6,22,4.545454545,4.545454545,0.0,0.0,Private,1,Rural,1,9,1,0,0,1,1,30.76707220055344,-0.4942453889630724,-0.7100568656484734,-21.76707220055344
83,1150045,BRANDYWINE TERRACE MHP,Chester,Ground water,90,3,2,0.0,0.0,0.0,0.0,Private,41,Urban,0,36,0,1,0,1,1,23.730883464481266,0.3603373395728653,0.31249903133380535,12.269116535518734
84,1150046,UMH GREGORY COURTS MHP,Chester,Ground water,67,4,3,0.0,0.0,0.0,0.0,Private,37,Urban,0,3,0,1,0,1,1,23.730883464481266,-0.608854873369287,-1.0612399279599807,-20.730883464481266
85,1150047,KEYSTONE COURT,Chester,Ground water,116,3,5,0.0,0.0,0.0,0.0,Private,45,Urban,1,13,0,1,0,1,1,23.730883464481266,-0.31516026338681663,-0.3803223403379615,-10.730883464481266
86,1150049,HIDEAWAY MOBILE HOME PARK,Chester,Ground water,95,4,9,0.0,22.22222222,11.11111111,0.0,Private,39,Urban,0,1,0,1,0,1,1,23.95272962544645,-0.6679291278802715,-1.4165086510155267,-22.95272962544645
87,1150051,INDIAN RUN VILLAGE MHP,Chester,Ground water,550,4,34,5.882352941000001,8.823529412000001,2.9411764710000003,2.9411764710000003,Private,243,Urban,0,23,0,1,0,0,1,14.504681131644933,0.40557605793121493,0.3465413223881629,8.495318868355067
88,1150052,UMH VALLEY VIEW HONEYBROOK MHP,Chester,Ground water,429,13,12,0.0,0.0,0.0,0.0,Private,136,Urban,6,21,0,1,0,1,1,23.730883464481266,-0.0802045754008403,-0.08346953865937015,-2.7308834644812663
89,1150064,SHADYSIDE MHP,Chester,Ground water,55,3,2,0.0,50.0,0.0,0.0,Private,16,Urban,1,27,0,1,0,1,1,24.232956030831048,0.07959974198345214,0.07678388133182237,2.7670439691689523
90,1150065,ECHO VALLEY MHP,Chester,Ground water,60,4,2,0.0,50.0,0.0,0.0,Private,20,Urban,5,111,0,1,0,1,1,24.232956030831048,2.4960334528717367,1.4191180312126688,86.76704396916895
91,1150066,OXFORD BOROUGH,Chester,Surface water purchased,5280,10,4472,6.842576029,35.66636852,6.708407871,26.52057245,Local government,1597,Urban,1,37,0,1,1,0,0,14.07963713236103,1.1267153998226853,0.799481144231662,22.92036286763897
92,1150069,COVENTRY TERRACE,Chester,Ground water,250,8,29,0.0,10.34482759,3.448275862,3.448275862,Private,127,Urban,4,10,0,1,0,1,1,23.833899898067635,-0.4045559691466578,-0.526968563424403,-13.833899898067635
93,1150070,HIGHLAND COURT,Chester,Ground water,54,4,2,0.0,0.0,0.0,0.0,Private,26,Rural,1,13,1,0,0,1,1,33.064006244070605,-0.42416065195250463,-0.5631946475211036,-20.064006244070605
94,1150077,PHOENIXVILLE WATER DEPT,Chester,Surface water,16599,4,16237,7.070271602,22.22701238,6.374330232999999,10.70394777,Local government,5776,Urban,1,5,0,1,1,0,0,13.94889284555292,-0.44396070777482793,-0.601753977268195,-8.94889284555292
95,1150078,GARDENS AT POTTSTOWN,Chester,Ground water,70,4,1,0.0,0.0,0.0,0.0,Private,1,Rural,0,14,1,0,0,1,1,33.064006244070605,-0.4030202751607134,-0.5241944136362987,-19.064006244070605
96,1150081,WARWICK MOBILE HOME PARK,Chester,Ground water,40,7,3,0.0,0.0,0.0,0.0,Private,30,Rural,0,27,1,0,0,1,1,33.064006244070605,-0.12819537686742735,-0.1369222111336319,-6.064006244070605
97,1150082,LINCOLN CREST MHP,Chester,Ground water,242,9,17,5.882352941000001,23.52941176,11.76470588,5.882352941000001,Private,145,Urban,4,10,0,1,0,1,1,21.779949192836856,-0.37661590173602205,-0.478148137988589,-11.779949192836856
98,1150083,CREEKVIEW MHP,Chester,Ground water,200,3,6,0.0,16.66666667,0.0,0.0,Private,79,Urban,1,17,0,1,0,1,1,23.897074409558893,-0.2011689607456629,-0.22433159927304977,-6.897074409558893
99,1150089,AQUA PA SPRING RUN,Chester,Surface water purchased,7303,24,13615,2.453176643,14.13881748,3.1582813069999998,2.210796915,Private,1400,Rural,1,1,1,0,0,0,0,18.375375580470415,-0.6570769709082777,-1.327387573756497,-17.375375580470415
100,1150094,APPLEVILLE MOBILE HOME PARK,Chester,Ground water,461,17,75,4.0,9.333333332999999,1.333333333,4.0,Private,230,Urban,0,0,0,1,0,0,1,14.958648918937353,-0.6928173925896145,-1.8469232536011482,-14.958648918937353
101,1150098,AQUA PA WEST CHESTER,Chester,Surface water,33918,16,37558,4.664785132,19.90521327,6.667021673,7.550987806,Private,9715,Urban,0,0,0,1,0,0,0,12.753426789818969,-0.6909033272159506,-1.8051118253413059,-12.753426789818969
102,1150102,UMH OXFORD VILLAGE MHP,Chester,Ground water,480,5,52,5.769230769,15.38461538,1.9230769230000002,9.615384615,Private,224,Urban,1,5,0,1,0,0,1,14.571359873507461,-0.4548908746182913,-0.6239200201302765,-9.571359873507461
103,1150105,WEST GROVE BOROUGH,Chester,Ground water,2873,11,2838,1.973220578,44.397463,7.25863284,34.56659619,Local government,884,Urban,0,66,0,1,1,0,1,17.826088408697913,1.8771473484299372,1.1642134269902586,48.17391159130209
104,1150106,PA AMERICAN COATESVILLE,Chester,Surface water,30299,15,29251,6.071587296000001,45.69758299,27.15462719,13.15510581,Local government,11004,Urban,1,2,0,1,1,0,0,14.317251760764739,-0.5956086684918142,-1.0082021112884947,-12.317251760764739
105,1150108,KENNETT SQUARE MUN WATER WORKS,Chester,Surface water purchased,6328,8,6364,6.128221245,55.86109365,4.981143935,48.52294155,Local government,1800,Urban,0,15,0,1,1,0,0,14.365078247852106,0.03060153895619588,0.030169121191818457,0.6349217521478945
106,1150109,BOROUGH OF ATGLEN,Chester,Surface water purchased,1406,11,289,3.460207612,15.91695502,6.920415225,6.574394464,Local government,406,Urban,1,60,0,1,1,0,0,14.75309931693074,2.1243559770767906,1.2699709427936563,45.246900683069256
107,1150126,AQUA PA FRANKLIN,Chester,Ground water,265,3,166,2.4096385540000003,7.2289156629999995,0.0,4.8192771080000005,Private,88,Urban,0,0,0,1,0,1,1,22.888313465608427,-0.6967008148161468,-1.9549665569100765,-22.888313465608427
108,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,930,2.043010753,11.50537634,2.150537634,4.301075269,Private,54,Urban,0,5,0,1,0,1,0,19.791850539206617,-0.5198321714899221,-0.7727492531069496,-14.791850539206617
