,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
14,1090053,CHERRY MOBILE HOME PARK,Bucks,Ground water,62,6,2.424857984,13.44581977,Private,42,Rural,15,0,15,1,0,0,1,1,0.8174906630919241,-0.44372823978091924,-0.8593269838398419,-0.8174906630919241
15,1090057,RICHLANDTOWN WATER DEPARTMENT,Bucks,Ground water,1450,7,2.120623791,12.98758188,Local government,469,Urban,41,3,44,0,1,1,0,1,0.38795208417423793,2.6545337036659515,1.3174575569640448,2.612047915825762
16,1090058,RIEGELSVILLE WATER AUTHORITY,Bucks,Ground water,980,15,3.5363021210000003,5.280145838999999,Local government,402,Rural,22,0,22,1,0,1,0,1,0.494290187023316,-0.4124385365897047,-0.7438594848748321,-0.494290187023316
17,1090060,GREENTOP MOBILE HOME PARK,Bucks,Ground water,120,7,3.2234905260000004,12.84827947,Private,51,Urban,4,1,5,0,1,0,1,1,0.5938895848166881,0.2905403664054897,0.24813169054464895,0.4061104151833119
18,1090063,UPPER SOUTHAMPTON MUN AUTH,Bucks,Surface water purchased,16000,15,2.338530826,5.971707976,Local government,5100,Urban,82,3,85,0,1,1,0,0,0.9640822705480937,0.9546955899461349,0.6509230686637061,2.0359177294519064
19,1090064,SPRINGTOWN WATER AUTHORITY,Bucks,Ground water,600,10,3.5447102960000003,0.0,Local government,196,Rural,3,0,3,1,0,1,1,1,0.646093643105971,-0.43019753488085904,-0.8053054305435605,-0.646093643105971
20,1090069,WARMINSTER MUNICIPAL AUTHORITY,Bucks,Surface water purchased,40000,65,2.929830742,13.62330958,Local government,9700,Urban,3,0,3,0,1,1,0,0,1.024042174892954,-0.45491582217389215,-0.9107499337935645,-1.024042174892954
21,1090070,WARRINGTON TWP WATER&SEW DEPT,Bucks,Surface water purchased,21588,29,3.733666501,16.34680949,Local government,6695,Urban,41,4,45,0,1,1,0,0,1.043706986983325,1.2910061882888442,0.8115259794105751,2.956293013016675
22,1090074,PA AMERICAN WATER CO YARDLEY,Bucks,Surface water,34411,15,2.00637788,14.33962398,Private,12167,Urban,2,0,2,0,1,0,0,0,1.1662486447027216,-0.4606265562512596,-0.9401996072114114,-1.1662486447027216
23,1090078,AQUA PA BENSALEM,Bucks,Surface water purchased,44543,11,4.04666455,29.06506438,Local government,14000,Urban,0,0,0,0,1,1,0,0,1.157010314062863,-0.4602923541355198,-0.9384044353923111,-1.157010314062863
24,1090079,BCWSA MAIN LOWER SOUTH,Bucks,Surface water purchased,52621,10,2.87877966,14.50506708,Local government,15800,Urban,7,3,10,0,1,1,0,0,1.0316958500178401,0.8685550710742567,0.6063494931010122,1.9683041499821599
25,1090081,DOYLESTOWN BORO WATER DEPT,Bucks,Ground water,8700,19,3.3950981939999996,8.28111204,Local government,3069,Urban,10,1,11,0,1,1,0,1,0.3712929968493378,0.6616794804885385,0.4894636960419855,0.6287070031506622
26,1090082,QUAKERTOWN BORO,Bucks,Ground water,12800,30,4.680839305,10.25981601,Local government,3551,Urban,5,0,5,0,1,1,0,1,0.3753682679578317,-0.39164072370226866,-0.6813558621497278,-0.3753682679578317
27,1090084,DELAWARE VALLEY UNIV,Bucks,Ground water,1200,5,2.53799668,11.17380382,Public/Private,41,Urban,38,0,38,0,1,0,1,1,0.5874494244708339,-0.4241755617781295,-0.7834429450390782,-0.5874494244708339
28,1090089,NORTHAMPTON BUCKS CO MUN AUTH,Bucks,Surface water purchased,36750,54,1.8107348669999999,8.989393541,Local government,10222,Urban,49,0,49,0,1,1,0,0,0.990411927533943,-0.45336296558236533,-0.9031564221028541,-0.990411927533943
29,1090091,TRUMBAUERSVILLE MUN WATERWORKS,Bucks,Ground water,1057,9,1.246230529,9.77489679,Local government,392,Urban,18,0,18,0,1,1,0,1,0.3792284640804139,-0.3924577608529193,-0.6836599685844499,-0.3792284640804139
30,1090093,NESHAMINY MANOR CENTER,Bucks,Ground water,2100,9,1.313255938,5.501403882999999,Public/Private,18,Urban,48,0,48,0,1,0,1,1,0.5635827943671757,-0.4214511672397197,-0.7739205737479546,-0.5635827943671757
31,1090097,OLDE COLONIAL GREENE,Bucks,Ground water,900,6,2.7346343039999996,3.609198834,Public/Private,309,Urban,35,0,35,0,1,0,0,1,0.40412597932649547,-0.3974619335987279,-0.6980192242548001,-0.40412597932649547
32,1090098,DOYLESTOWN HOSP T/A PINE RUN,Bucks,Ground water,700,5,2.899547372,2.253134452,Public/Private,320,Urban,96,0,96,0,1,0,0,1,0.39938170368800546,-0.39654230537149426,-0.6953476571101943,-0.39938170368800546
33,1090099,DURHAM VILLAGE RES ASSOC,Bucks,Ground water,160,6,5.2137261,10.49714561,Local government,60,Urban,25,6,31,0,1,1,1,1,0.5122594364050544,4.4452908065952075,1.8227104477623661,5.487740563594945
34,1090101,YORKSHIRE MEADOWS CONDO ASSOC,Bucks,Ground water,90,4,2.421530121,7.004620319,Public/Private,72,Urban,36,3,39,0,1,0,1,1,0.5679668882226865,1.806852207822611,1.0237718235691702,2.4320331117773133
35,1090102,HERMITAGE CONDOMINIUM ASSN,Bucks,Ground water,75,6,2.432818111,5.8206240110000005,Public/Private,49,Urban,41,0,41,0,1,0,1,1,0.5624495935590141,-0.42131742439283787,-0.773458643829078,-0.5624495935590141
36,1090103,INGHAM MEWS CONDOMINUM ASSOC,Bucks,Ground water,97,6,2.044454677,6.632678133,Public/Private,64,Rural,93,0,93,1,0,0,1,1,0.7742619788005899,-0.4407745206745055,-0.8468706428808543,-0.7742619788005899
37,1090104,BEDMINSTER MUN AUTH,Bucks,Ground water,3042,6,3.0355754860000004,11.95958524,Local government,1100,Urban,2,0,2,0,1,1,0,1,0.38324002520202516,-0.39329466911782973,-0.6860315880651993,-0.38324002520202516
38,1090106,DUBLIN ACRES HOMEOWNERS ASSOC,Bucks,Ground water,175,4,3.4612266430000003,12.56345981,Public/Private,54,Urban,5,0,5,0,1,0,1,1,0.5919207931449237,-0.4246671118238339,-0.7851844607952368,-0.5919207931449237
39,1090107,BOROUGH OF DUBLIN,Bucks,Ground water,2200,10,4.857881712,16.23082944,Local government,350,Urban,1,0,1,0,1,1,0,1,0.39392807457896273,-0.39546596886683855,-0.692239878674586,-0.39392807457896273
40,1090117,HILLTOWN TWP WATER&SEWER AUTH,Bucks,Surface water purchased,5415,12,1.7603258569999998,12.96277003,Local government,1248,Urban,16,0,16,0,1,1,0,0,1.023447149180601,-0.45488909965877544,-0.9106178611071304,-1.023447149180601
41,1090121,UPPER MAKEFIELD ENCLAVE,Bucks,Ground water,25,4,2.254679754,24.04334641,Local government,15,Rural,33,0,33,1,0,1,1,1,0.7912086180230531,-0.44196378667564246,-0.8518366112510768,-0.7912086180230531
42,1090122,TWP OF UPPER MAKEFIELD,Bucks,Ground water,1800,5,2.768987788,14.81136513,Local government,596,Urban,2,1,3,0,1,1,0,1,0.3927462829506063,0.6110939182592676,0.4598755717249441,0.6072537170493937
43,1090123,BUCKINGHAM TWP FIELDSTONE,Bucks,Ground water,281,6,6.951011482,14.75715922,Local government,104,Urban,5,0,5,0,1,1,1,1,0.5266823779401456,-0.41687379668170704,-0.7583904521953329,-0.5266823779401456
44,1090125,MILFORD TWP WATER AUTHORITY,Bucks,Ground water,4498,24,2.026077731,6.434278882999999,Local government,1186,Urban,15,0,15,0,1,1,0,1,0.36778627128269104,-0.3900015280321439,-0.6767659978003453,-0.36778627128269104
45,1090127,WARWICK TWP WATER & SEWER AUTH,Bucks,Surface water purchased,11133,20,1.845601579,7.812352891000001,Local government,2939,Urban,1,1,2,0,1,1,0,0,0.9807512519305097,0.008888863087589577,0.008837322088593986,0.019248748069490285
46,1090128,DTMA MAIN SYSTEM,Bucks,Surface water purchased,8655,52,2.058855229,7.25585796,Local government,2029,Urban,7,0,7,0,1,1,0,0,0.9754222186596675,-0.45264176585082166,-0.8996845833728789,-0.9754222186596675
47,1090129,BCWSA SOLEBURY,Bucks,Ground water,2100,7,1.640916316,8.813860618,Local government,474,Urban,5,0,5,0,1,1,0,1,0.37563593449315524,-0.3916977529679472,-0.6815163327655536,-0.37563593449315524
48,1090130,BCWSA NEW HOPE,Bucks,Surface water,3017,14,4.659610001,6.881384327,Local government,3017,Urban,3,0,3,0,1,1,0,0,0.9620223036488076,-0.4519810626019597,-0.8965335225501136,-0.9620223036488076
49,1090131,RICHLAND TWP WATER AUTHORITY,Bucks,Ground water,6800,18,3.1480665660000002,11.87405858,Local government,1922,Rural,84,0,84,1,0,1,0,1,0.5226088327557618,-0.41633874705885415,-0.756611445714938,-0.5226088327557618
50,1090133,VILLAGE OF BUCKINGHAM SPRINGS,Bucks,Ground water,1295,4,1.739321752,6.375807632999999,Private,646,Urban,23,0,23,0,1,0,0,1,0.4151106487832593,-0.39953373623726735,-0.7040941037482674,-0.4151106487832593
51,1090135,SCENIC VIEW APARTMENTS,Bucks,Ground water,150,5,3.544035388,0.0,Private,50,Rural,3,0,3,1,0,0,1,1,0.7287157455032688,-0.4373582380888986,-0.8329547098031002,-0.7287157455032688
52,1090137,BUCKINGHAM TWP COLD SPRING,Bucks,Ground water,4760,8,4.475563978,12.87885407,Local government,1783,Urban,1,0,1,0,1,1,0,1,0.38384796779518976,-0.39342043560389106,-0.6863889968719713,-0.38384796779518976
53,1090138,PLUMSTEAD TWP DURHAM RIDGE,Bucks,Ground water,714,7,2.290765467,9.437525399,Local government,204,Rural,3,0,3,1,0,1,0,1,0.5140846790187747,-0.41519859304784357,-0.7528447930917691,-0.5140846790187747
54,1090140,HULMEVILLE MUNICIPAL AUTHORITY,Bucks,Surface water purchased,750,3,1.998261694,5.360932448,Local government,283,Urban,4,0,4,0,1,1,0,0,0.9606142419081158,-0.45191073644486035,-0.8961997567711344,-0.9606142419081158
55,1090141,NORTH PENN WATER AUTH E ROCKH,Bucks,Ground water purchased,588,8,5.304240576000001,9.731220974,Local government,196,Urban,0,0,0,0,1,1,1,1,0.5088596147217568,-0.41448561388227745,-0.7505059046294001,-0.5088596147217568
56,1090144,PLUMSTEAD NORTHERN SYSTEM,Bucks,Ground water,2605,12,1.820621964,4.6298217280000005,Local government,1002,Urban,27,0,27,0,1,1,0,1,0.362689149148071,-0.3888730949241804,-0.6736312583415829,-0.362689149148071
57,1090145,BUCKINGHAM TWP BUCK VILLAGE,Bucks,Ground water,1050,4,5.345741873,10.19613317,Local government,125,Urban,5,0,5,0,1,1,1,1,0.5107167624874139,-0.4147402774740295,-0.7513398692758819,-0.5107167624874139
58,1090147,AQUA PA PEDDLERS VIEW,Bucks,Ground water,600,4,1.36717002,3.139573025,Private,214,Urban,0,0,0,0,1,0,0,1,0.40485579339916006,-0.39760204753448747,-0.698427593846075,-0.40485579339916006
59,1090148,PLUMSTEAD TWP PATRIOTS RIDGE,Bucks,Ground water purchased,1704,2,3.111757965,4.32943301,Local government,600,Urban,2,0,2,0,1,1,0,1,0.35986880646090763,-0.38823929227639914,-0.6718793459766855,-0.35986880646090763
60,1090150,MEADOW FARMS APTS,Bucks,Ground water,90,6,5.104183496,8.210624434,Private,39,Urban,3,0,3,0,1,0,1,1,0.5672837364376706,-0.42188511391891614,-0.7754228736955838,-0.5672837364376706
61,1090153,PEDDLERS VILLAGE,Bucks,Ground water,960,4,2.7718876139999997,2.150548861,Private,76,Urban,6,0,6,0,1,0,1,1,0.5449995979382893,-0.41920472576023976,-0.766227943681842,-0.5449995979382893
62,1090157,PLUMSTEAD TWP SUMMER HILL MEAD,Bucks,Ground water,1284,10,3.37065385,5.4002944489999996,Local government,367,Urban,3,0,3,0,1,1,0,1,0.3626561033970778,-0.38886570793621394,-0.6736108036585212,-0.3626561033970778
63,1090159,BUCKINGHAM TWP FURLONG,Bucks,Ground water,3100,18,2.6209527180000003,7.881173662,Local government,169,Urban,4,0,4,0,1,1,1,1,0.5067885392595731,-0.4141999729620337,-0.7495723945716715,-0.5067885392595731
64,1090160,BCWSA FOX RUN PRESERVE,Bucks,Ground water,220,3,1.364587999,6.619914852000001,Local government,108,Rural,3,0,3,1,0,1,1,1,0.6883393141356259,-0.4340295814319855,-0.819860527060127,-0.6883393141356259
65,1090163,PENNLAND FARMS,Bucks,Ground water,452,4,2.700125257,11.83645711,Local government,30,Urban,35,0,35,0,1,1,1,1,0.5233341018908075,-0.41643446727359945,-0.7569291702144969,-0.5233341018908075
66,1090164,MILL CREEK RIDGE,Bucks,Ground water,99,4,1.179905543,7.354605578999999,Local government,73,Rural,21,0,21,1,0,1,1,1,0.6930306769437923,-0.4344321834300757,-0.8214211904659452,-0.6930306769437923
67,1150004,AVONWHEEL ESTATE MHP,Chester,Ground water,300,4,1.804976577,49.95819936,Private,65,Urban,12,1,13,0,1,0,1,1,0.810017443887116,0.10395716686328359,0.09757223032824902,0.18998255611288395
68,1150005,BOROUGH OF AVONDALE,Chester,Ground water,1108,4,3.484236195,48.95933725,Local government,329,Urban,4,0,4,0,1,1,0,1,0.5182173780000556,-0.4157548774536564,-0.7546784545052893,-0.5182173780000556
69,1150007,TWIN PINES HEALTH CARE CENTER,Chester,Ground water,120,3,0.933485893,34.99577455,Private,2,Rural,28,0,28,1,0,0,1,1,0.9816462353276276,-0.45294347677045393,-0.9011328729409112,-0.9816462353276276
70,1150011,MALVERN COURTS MHP,Chester,Ground water,250,6,2.299775069,29.96094258,Private,108,Urban,4,0,4,0,1,0,1,1,0.6860342693370872,-0.4338301656192211,-0.8190897862501476,-0.6860342693370872
71,1150013,IMPERIAL MOBILE HOME PARK,Chester,Ground water,151,9,4.412079402,28.42146219,Private,51,Urban,41,14,55,0,1,0,1,1,0.6715285850508914,8.585242242826139,2.686041378743605,13.328471414949108
72,1150015,TAYLORS MOBILE HOME PARK,Chester,Ground water,50,6,3.4980746710000004,31.21075879,Private,47,Urban,182,0,182,0,1,0,1,1,0.6896779804110732,-0.43414490669358075,-0.8203069470771166,-0.6896779804110732
73,1150017,MAPLEWOOD MOBILE HOME PARK,Chester,Ground water,70,6,4.597173511,29.25708011,Private,31,Urban,12,0,12,0,1,0,1,1,0.6756310776280738,-0.43291675271123675,-0.815578541051051,-0.6756310776280738
74,1150019,LONDONDERRY COURT MHP,Chester,Surface water purchased,160,8,3.137439323,11.86581458,Private,55,Rural,57,5,62,1,0,0,1,0,2.1198273437067803,0.653142129066443,0.4868846591933398,2.8801726562932197
75,1150020,MT IDY MOBILE HOME PARK,Chester,Ground water,80,5,1.043245437,3.249204052,Private,40,Urban,2,12,14,0,1,0,1,1,0.5538820017424388,8.685461585980141,2.701375214292724,11.446117998257561
76,1150021,ASHWOOD APARTMENTS,Chester,Ground water,75,2,5.173493607,6.330694136,Private,75,Urban,3,0,3,0,1,0,1,1,0.5584402745091347,-0.4208409152053558,-0.771816952737313,-0.5584402745091347
77,1150026,DOWNINGTOWN WATER AUTHORITY,Chester,Surface water,9900,7,4.988117443999999,30.74549407,Local government,3500,Urban,43,1,44,0,1,1,0,0,1.168513575541737,-0.06643955140657047,-0.06958913356156203,-0.16851357554173707
78,1150029,ST MARY OF PROVIDENCE CENTER,Chester,Ground water,75,7,3.051245747,2.5941539590000002,Private,11,Rural,136,3,139,1,0,0,1,1,0.7459123189600957,1.3256791286656577,0.8263008646960707,2.254087681039904
79,1150030,LOAGS CORNER MOBILE HOME PARK,Chester,Ground water,130,4,2.301830344,2.892689579,Private,49,Rural,2,0,2,1,0,0,1,1,0.750063725627498,-0.43900118762595364,-0.8395841544324403,-0.750063725627498
80,1150035,AQUA PA UWCHLAN,Chester,Surface water purchased,35518,25,2.067234846,18.09788639,Private,16600,Urban,0,0,0,0,1,0,0,0,1.2024699580277345,-0.46189393156613207,-0.9470956743120437,-1.2024699580277345
81,1150037,DEVEREUX FOUNDATION BRANDYWINE,Chester,Ground water,300,4,1.400715606,8.045460052000001,Private,19,Rural,8,1,9,1,0,0,1,1,0.7853785059581581,0.12066555003591348,0.1122004623756751,0.21462149404184194
82,1150039,CAMPHILL SPEC SCH BEAVER RUN,Chester,Ground water,140,4,1.158510931,14.03808055,Private,20,Rural,9,0,9,1,0,0,1,1,0.8257882413821491,-0.4442661505369543,-0.8616406044431109,-0.8257882413821491
83,1150044,TEL HAI RETIREMENT COMMUNITY,Chester,Ground water,930,6,3.9900233610000004,9.159359082,Private,1,Rural,8,1,9,1,0,0,1,1,0.7841440267486317,0.12152691579998379,0.11294757332121139,0.2158559732513683
84,1150045,BRANDYWINE TERRACE MHP,Chester,Ground water,90,3,4.376529076000001,2.532917975,Private,41,Urban,36,0,36,0,1,0,1,1,0.5430946112609113,-0.4189678609344011,-0.7654249122709058,-0.5430946112609113
85,1150046,UMH GREGORY COURTS MHP,Chester,Ground water,67,4,4.796507798,4.681961866,Private,37,Urban,3,0,3,0,1,0,1,1,0.5517964584070876,-0.4200397091413391,-0.769070919163735,-0.5517964584070876
86,1150047,KEYSTONE COURT,Chester,Ground water,116,3,4.711441211,4.077186652,Private,45,Urban,12,1,13,0,1,0,1,1,0.5492583441053127,0.3444457074673202,0.28722840112396253,0.4507416558946873
87,1150049,HIDEAWAY MOBILE HOME PARK,Chester,Ground water,95,4,4.543976685,21.54535626,Private,39,Urban,1,0,1,0,1,0,1,1,0.6343438808811416,-0.42906080149558,-0.8010876808831204,-0.6343438808811416
88,1150051,INDIAN RUN VILLAGE MHP,Chester,Ground water,550,4,6.693031469,11.4166131,Private,243,Urban,23,0,23,0,1,0,0,1,0.42386318089015507,-0.40112950656633656,-0.7088276418043545,-0.42386318089015507
89,1150052,UMH VALLEY VIEW HONEYBROOK MHP,Chester,Ground water,429,13,4.811667216,4.517206521,Private,136,Urban,15,6,21,0,1,0,1,1,0.5510164574783964,4.152819090529486,1.7494513509638214,5.448983542521604
90,1150064,SHADYSIDE MHP,Chester,Ground water,55,3,6.096603742999999,35.718200700000004,Private,16,Urban,26,1,27,0,1,0,1,1,0.7080099895589822,0.17968231552310462,0.16190033224053227,0.2919900104410178
91,1150065,ECHO VALLEY MHP,Chester,Ground water,60,4,7.197041711000001,40.07070405,Private,20,Urban,106,5,111,0,1,0,1,1,0.7304190436013096,2.5573103526155445,1.2909398447910798,4.26958095639869
92,1150066,OXFORD BOROUGH,Chester,Surface water purchased,5280,10,6.675032022999999,33.40530072,Local government,1597,Urban,36,1,37,0,1,1,0,0,1.185989407847602,-0.07234607011484212,-0.07610881449819337,-0.1859894078476021
93,1150069,COVENTRY TERRACE,Chester,Ground water,250,8,0.463925381,11.14993154,Private,127,Urban,6,4,10,0,1,0,1,1,0.5923960319136258,2.443085601898594,1.2519974932687055,3.407603968086374
94,1150070,HIGHLAND COURT,Chester,Ground water,54,4,5.58165092,13.42230747,Private,26,Rural,12,1,13,1,0,0,1,1,0.8067274549287751,0.10613624845119203,0.0994949097231683,0.19327254507122493
95,1150077,PHOENIXVILLE WATER DEPT,Chester,Surface water,16599,4,6.970975531000001,20.41821708,Local government,5776,Urban,4,1,5,0,1,1,0,0,1.0648049289003765,-0.027794284140054335,-0.02831995464789348,-0.06480492890037648
96,1150078,GARDENS AT POTTSTOWN,Chester,Ground water,70,4,4.097703071000001,3.2532729760000003,Private,1,Rural,14,0,14,1,0,0,1,1,0.7467173362897767,-0.4387486568577978,-0.8385577184065358,-0.7467173362897767
97,1150081,WARWICK MOBILE HOME PARK,Chester,Ground water,40,7,1.95542855,2.086630474,Private,30,Rural,27,0,27,1,0,0,1,1,0.74618793192878,-0.4387085387081515,-0.8383949064215698,-0.74618793192878
98,1150082,LINCOLN CREST MHP,Chester,Ground water,242,9,5.41872257,22.07036215,Private,145,Urban,6,4,10,0,1,0,1,1,0.6347808787432839,2.2748446248528427,1.1951389430615191,3.365219121256716
99,1150083,CREEKVIEW MHP,Chester,Ground water,200,3,3.86391212,9.015000678,Private,79,Urban,16,1,17,0,1,0,1,1,0.5739779897208479,0.3137090581935046,0.2651417198393939,0.4260220102791521
100,1150089,AQUA PA SPRING RUN,Chester,Surface water purchased,7303,24,2.953267068,11.84914011,Private,1400,Rural,0,1,1,1,0,0,0,0,1.5539169333577194,-0.16805534435865427,-0.1913029885314147,-0.5539169333577194
101,1150094,APPLEVILLE MOBILE HOME PARK,Chester,Ground water,461,16,4.526847779,10.12862155,Private,230,Urban,0,0,0,0,1,0,0,1,0.4231830039452176,-0.40100718778486505,-0.7084630954600466,-0.4231830039452176
102,1150098,AQUA PA WEST CHESTER,Chester,Surface water,33918,16,3.614995403,11.49267443,Private,9715,Urban,0,0,0,0,1,0,0,0,1.131763698266963,-0.4593551084996501,-0.9334202066056629,-1.131763698266963
103,1150102,UMH OXFORD VILLAGE MHP,Chester,Ground water,480,5,4.997564608999999,2.763681249,Private,224,Urban,4,1,5,0,1,0,0,1,0.39759208269603424,0.6002856775186551,0.45343952634439183,0.6024079173039658
104,1150105,WEST GROVE BOROUGH,Chester,Ground water,2873,11,1.9014860759999999,44.38920203,Local government,884,Urban,66,0,66,0,1,1,0,1,0.5024239962980506,-0.41359227856223535,-0.7475930003115241,-0.5024239962980506
105,1150106,PA AMERICAN COATESVILLE,Chester,Surface water,30299,15,4.6580945410000005,25.44137389,Local government,11004,Urban,1,1,2,0,1,1,0,0,1.1202777570523148,-0.049271237454974685,-0.05096660227971933,-0.1202777570523148
106,1150108,KENNETT SQUARE MUN WATER WORKS,Chester,Surface water purchased,6328,8,4.178467265,49.72344225,Local government,1800,Urban,15,0,15,0,1,1,0,0,1.3699849146038443,-0.46698721584360203,-0.97635350655076,-1.3699849146038443
107,1150109,BOROUGH OF ATGLEN,Chester,Surface water purchased,1406,11,3.051841252,11.16338247,Local government,406,Urban,59,1,60,0,1,1,0,0,1.00307348789245,-0.0013909591476475172,-0.0013922359377934537,-0.0030734878924500997
108,1150126,AQUA PA FRANKLIN,Chester,Ground water,265,3,2.35347963,4.148882999,Private,88,Urban,0,0,0,0,1,0,1,1,0.5549693207543894,-0.4204241595493551,-0.7703863480794733,-0.5549693207543894
109,1150131,LONGWOOD GARDENS,Chester,Surface water purchased,250,6,1.79345031,13.56343895,Private,54,Urban,5,0,5,0,1,0,1,0,1.583259243211169,-0.4720759491876873,-1.0085011431671913,-1.583259243211169
110,1150137,AQUA PA FRIENDSHIP,Chester,Surface water purchased,7675,26,4.484977807,10.61130494,Private,1377,Urban,0,0,0,0,1,0,0,0,1.1195714948924198,-0.45888949072779733,-0.9309709932797335,-1.1195714948924198
111,1150144,MARTINS COMMUNITY LP MHP,Chester,Ground water,180,4,4.945601226,22.40054453,Private,67,Rural,8,0,8,1,0,0,1,1,0.8706895338570453,-0.44702968010495175,-0.8737597772167899,-0.8706895338570453
112,1150145,SHADY GROVE MOBILE HOME PARK,Chester,Ground water,129,6,4.484504318,8.655613472,Private,44,Rural,7,0,7,1,0,0,1,1,0.779313622197866,-0.4411334278397786,-0.8483624723219554,-0.779313622197866
113,1150150,CALN MOBILE HOME PARK,Chester,Ground water,30,3,4.415536699,37.22955289,Private,18,Urban,9,1,10,0,1,0,1,1,0.7218477440338091,0.1683188094396103,0.15255630780796453,0.27815225596619086
114,1150155,AQUA PA BEVERSREDE,Chester,Surface water purchased,2300,6,2.3753134019999997,21.10776104,Private,359,Rural,0,0,0,1,0,0,0,0,1.680579400294697,-0.47401175732886214,-1.0216519238150479,-1.680579400294697
115,1150157,WARWICK WATER WORKS,Chester,Ground water,98,6,1.783460272,2.566116857,Private,42,Rural,3,1,4,1,0,0,1,1,0.7496626067789054,0.14658708902297612,0.13439380247628865,0.2503373932210946
116,1150164,WOODBROOKE WATER AUTHORITY,Chester,Ground water,87,3,4.223107842,7.050406628999999,Private,34,Urban,45,0,45,0,1,0,1,1,0.5639609979432203,-0.4214957122918319,-0.7740745391219904,-0.5639609979432203
117,1150165,LONDON GROVE TWP MUN AUTH,Chester,Surface water purchased,3706,6,1.222546288,36.84603322,Local government,938,Rural,11,0,11,1,0,1,0,0,1.703537257105181,-0.47443936488975014,-1.024634262453644,-1.703537257105181
